,title,industry,region
661,Procurement of 0716-224SCD912318 Purchasing Medical Equipment Public Welfare for The Third Hospital of Mianyang in 2022 (the third batch)(1),Medical equipment & medicine,四川省
662,Procurement of 0854-234HNWXZB007 ICB Procurement of Medical Equipment(1),Medical equipment & medicine,河南省
663,Procurement of 1142-2242022GJ562 Thoracoscope system procurement(1),Medical equipment & medicine,福建省
664,Procurement of 0712-224052203030/04 Sinopec Tianjin Nangang 1200KTA Ethylene Inte-grated Project(3),Apparatus and Meter,天津市
665,"Procurement of 4197-2140SHJT0001/173 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Others ;电子通信,上海市
666,"Procurement of 4197-2140SHJT0001/210 Construction Project of Special Process Production Line of GTA Semiconductor Co.,Ltd(2)",Machining,上海市
667,Procurement of 0613-224021143521 MEB Transmission Assembly Assembly Line (Reconstruction) Project(1),"Transport, storage service",上海市
668,"Procurement of 1825-234A20222330 The confocal laser microscope procurement project of Eye, Ear, Nose and Throat Hospital Affiliated to Fudan University(2)",Apparatus and Meter,上海市
669,Procurement of 0687-234020230010/02 Sichuan University West China Hospital operating microscope and other equipment procurement project(1),Medical equipment & medicine,四川省
670,Procurement of 0687-234020230010/01 Sichuan University West China Hospital operating microscope and other equipment procurement project(1),Medical equipment & medicine,四川省
671,Procurement of 0613-224021373023 Sheath high and low temperature test equipment(11),"Transport, storage service",上海市
672,Procurement of 0613-224021373026 Fairway grading special equipment(11),"Transport, storage service",上海市
673,Procurement of 0811-234DSITC0092 High throughput nucleic acid extraction system(2),Apparatus and Meter,上海市
674,Procurement of 4197-2240HZHFC001/117 12 Inch Integrated Circuit Manufacturing Project of Hangzhou HFC Semiconductor Corp.(2),Electronic & communications,浙江省
675,Procurement of 0747-2240SCCZX531 International Competitive Bidding of Potassium Carbonate Accelerator (Catacarb 922) in EO/EG Plant for Sinochem Energy and Sinochem Quanzhou 2023 Year(Rebid)(4),Others,福建省
676,Procurement of 0730-234011020007/06 Cut repair(1),Electronic & communications,福建省
677,Procurement of 0613-224021385892/03 C factory AT23 adaptability modification-coating device(4),Machining,河南省
678,Procurement of 0613-224021385892/02 C factory AT23 adaptability modification-tool changer(3),"Transport, storage service",河南省
679,Procurement of 0613-224021385888/02 A factory FT73 adaptability modification-tool changer(3),"Transport, storage service",上海市
680,Procurement of 0730-224011020568/26 PI Inkjet(2),Machining,福建省
681,Procurement of 0730-224011020568/07 Turbo molecular pump(2),Machining,福建省
682,Procurement of 0730-224011020733/05 PCB bonder(1),Others,上海市
683,Procurement of 0730-224011020733/06 Automatic secondary cutting machine(2),Machining,上海市
684,Procurement of 0730-224011020733/04 AKKON AOI(2),Apparatus and Meter,上海市
685,Procurement of 0704-234OJDCP3355 Wushi Oilfield Group Development Project Wellhead control panel(1),"Petroleum, chemicals",广东省
686,Procurement of 0628-214112114086 Jiujiang Third People's Hospital introduces high-end four-dimensional color Doppler ultrasound instrument project(1),Medical equipment & medicine,江西省
687,Procurement of 0730-224011020733/03 COG bonder FPC bonder(2),Others,上海市
688,"Procurement of 0729-234OIT360606/02 High Load And Small Load High Precision Multi-Axis Positioning System procurement projects of the Institute of High Energy Physics, Chinese Academy of Sciences(1)",Machining,北京市
689,"Procurement of 0729-234OIT360606/01 High Load And Small Load High Precision Multi-Axis Positioning System procurement projects of the Institute of High Energy Physics, Chinese Academy of Sciences(1)",Machining,北京市
690,Procurement of 0699-2241SZZZA002 Medical linear accelerator and supporting equipment procurement(1),Medical equipment & medicine,广东省
691,Procurement of 0730-224011020733/01 Polarizing plate attachment machine(2),Others,上海市
692,Procurement of 0628-214112114085 Jiujiang Third People's Hospital introduces high definition dyeing electronic gastroenteroscope project(1),Medical equipment & medicine,江西省
693,Procurement of 0720-2340zbzx0006 Molecular sieve switching valve(2),Others,新疆维吾尔自治区
694,Procurement of 4197-2240HZHFC001/116 12 Inch Integrated Circuit Manufacturing Project of Hangzhou HFC Semiconductor Corp.(2),Apparatus and Meter,浙江省
695,Procurement of 0618-234TC230L00K/03 Full-automatic gold wire ball welding machine(2),Machining,北京市
696,Procurement of 0730-224012GZ0294 Slitting machine(5),"Publishing & printing, packagi",贵州省
697,Procurement of 0618-234TC230L00K/01 3D lithography machine(2),Machining,北京市
698,Procurement of 2218-234THAH23001 Angiographic X-ray system(2),Medical equipment & medicine,安徽省
699,"Procurement of 0730-224011SZ0217/05 GreaTech Substrates Co., Ltd. Project-Plasma Cleaning Machine(Rebid)(2)",Medical equipment & medicine,广东省
700,"Procurement of 0730-224011SZ0205/04 GreaTech Substrates Co., Ltd. Project-Plasma cleaning machine (surface)(Rebid)(2)",Medical equipment & medicine,广东省
701,"Procurement of 0730-224011SZ0205/05 GreaTech Substrates Co., Ltd. Project-Plasma cleaning machine (tin)(Rebid)(2)",Medical equipment & medicine,广东省
702,"Procurement of 0623-2240J1110275 chiller Equipment Procurement Project of Zhuzhou CRRC Times Electric Co., LTD. (Re-bid)(2)",Others,湖南省
703,"Procurement of 0613-234025200317 Research and development of test dummies, legs and calibration equipment(1)",Others,湖北省
704,Procurement of 0862-224HNZJC0039 Probe Card Testing Equipment Procurement Project(the second time)(2),Apparatus and Meter,湖南省
705,Procurement of 3079-234HB2022199/01 Spinal Endoscopic Surgery System of the First Affiliated Hospital of Harbin Medical University(1),Medical equipment & medicine,黑龙江省
706,Procurement of 3079-234HB2022199/02 Spinal Endoscopic Surgery System of the First Affiliated Hospital of Harbin Medical University(1),Medical equipment & medicine,黑龙江省
707,Procurement of 0712-234022303003 Automatic atmospheric station monitoring system 1 set for Sinopec Jinling Petrochemical Company(1),Apparatus and Meter,江苏省
708,"Procurement of 0623-2240J1110268 Procurement Project of Centerless Grinder (Central Mobile NC Centerless Grinder) of Hunan Boyun Dongfang Powder Metallurgy Co., Ltd. (Re-tendering)(2)",Machining,湖南省
709,Procurement of 0720-2340zbzx0022 Jidong oilfield Company electric axial flow regulating valve(1),Machining,河北省
710,Procurement of 0704-2240JDCP1361 Refining and Chemical Integration Project of CNOOC?Ningbo Daxie Petrochemical LTDHigh Pressure and High Temperature On-Off Gate Valves(2),Machining,浙江省
711,Procurement of 0712-224012203046/01 Yanshan Branch-Gas chromatograph(4),Apparatus and Meter,北京市
712,Procurement of 0625-234023008001 Scientific research instruments and equipment (one hundred and fifty-four batch)(2),Apparatus and Meter,浙江省
713,Procurement of 0720-2240zbzx0279 Tarim Oilfield Company Heat conduction oil furnace and heating system(1),Machining,新疆维吾尔自治区
714,"Procurement of 0623-2240J1110297 Zhuzhou CRRC Times Semiconductor Co., LTD Dunzi Ultrasonic Welding Equipment procurement Project (re-bid)(2)",Machining,湖南省
715,Procurement of 0811-224DSITC3175 Triple quadrupole gas chromatography mass spectrometer(2),Apparatus and Meter,上海市
716,Procurement of 0811-224DSITC3139 Triple quadrupole liquid chromatography mass spectrometer(2),Apparatus and Meter,上海市
717,Procurement of 0811-224DSITC3163 Flow cytometer(1),Apparatus and Meter,上海市
718,Procurement of 0765-224HQZB00052/02 Huizhou LNG Receiving Station Project SIS System & GDS System(1),Others,广东省
719,Procurement of 0720-2340zbzx0013 PetroChina Jilin Petrochemical Company 240000t/a bisphenol A plant Centrifugal granulation system(1),Others,吉林省
720,Procurement of 0651-2244NM011266 Hohhot New Airport Instrument Landing System Equipment Procurement Project (second time)(4),Apparatus and Meter,内蒙古自治区
721,Procurement of 0720-2340zbzx0012 PetroChina Jilin Petrochemical Company 240000t/a bisphenol A plant Centrifugal separator(1),Others,吉林省
722,"Procurement of 0623-2240J1110278/02 Zhuzhou CRRC Times Electric Co., Ltd. Dry Pump Equipment and Tail Gas Treatment Equipment Procurement Project (re bidding)(2)",Environment protection,湖南省
723,Procurement of 0747-2240SCCZX531 International Competitive Bidding of Potassium Carbonate Accelerator (Catacarb 922) in EO/EG Plant for Sinochem Energy and Sinochem Quanzhou 2023 Year(Rebid)(3),Others,福建省
724,Procurement of 1214-224011410HZN/02 MEDICAL INSTRUMENT PURCHASING PROJECT(1),Medical equipment & medicine,江苏省
725,Procurement of 4197-214BOECQ0001/297 BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project(2),Apparatus and Meter,重庆市
726,Procurement of 4197-214BOECQ0001/300 BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project(2),Others,重庆市
727,Procurement of 4197-214BOECQ0001/298 BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project(2),Apparatus and Meter,重庆市
728,Procurement of 4197-214BOECQ0001/296 BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project(2),Apparatus and Meter,重庆市
729,Procurement of 4197-214BOECQ0001/299 BOE Chongqing G6 AMOLED (FLEXIBLE) Production Line Project(2),Apparatus and Meter,重庆市
730,Procurement of 0834-2341SH23A004 Vacuum Gauge and Controller(2),Apparatus and Meter,上海市
731,"Procurement of 0623-2240J1110278/01 Zhuzhou CRRC Times Electric Co., Ltd. Dry Pump Equipment and Tail Gas Treatment Equipment Procurement Project (re bidding)(2)",Environment protection,湖南省
732,"Procurement of 0722-224FE1155JT4 CETC Ceyear Technology Co., Ltd. Vector Network Analyzer procurement project(2)",Apparatus and Meter,山东省
733,Procurement of 0765-224HQZB00052/01 Huizhou LNG Receiving Station Project DCS System(1),Metallurgy & minerals,广东省
734,"Procurement of 0625-224022006028 Water pump, Mixer, Roots blower, Valve, Expension joint.,etc.(1)","机械加工;Petroleum, chemicals",浙江省
735,Procurement of 0729-224OIT323095/02 ICP-RIE system(2),Machining,北京市
736,"Procurement of 0806-234CS2301002 Procurement of High Accuracy CNC Grinding Machine for Yubei Steering System (Xinxiang) Co., Ltd.(2)","机械加工;Transport, storage service",河南省
737,Procurement of 0729-224OIT323095/01 Laser Writer(2),Others,北京市
738,Procurement of 0811-224DSITC2896 Ultrasonic diagnostic system(1),Medical equipment & medicine,上海市
739,Procurement of 4197-2140CSOTT205/47 CSOT G8.5 TFT-LCD (Combines Metal Oxide & AMOLED) Display Project(2),Apparatus and Meter,广东省
740,Procurement of 0625-224022205093/01 Color Doppler Flow Scanner(2),Medical equipment & medicine,浙江省
741,Procurement of 4513-2340CNBMJ001 Purchasing Automatic Winder Project(2),"Textiles, wearing apparel",江苏省
742,Procurement of 1028-224SZWK22045 Bedside Colour Doppler Ultrasound(1),Medical equipment & medicine,江苏省
743,Procurement of 0747-2240SCCZQ133 SACSC Software Development Kit (SDK) for Data ICB(2),"软件服务;Transport, storage service",上海市
744,Procurement of 0625-224022005027 DSA(1),Medical equipment & medicine,浙江省
745,Procurement of 1028-224SZWK22043/01 Surgical power system(2),Medical equipment & medicine,江苏省
746,Procurement of 0721-2240030B2580 0721-2240030B2580/01(2),Others,黑龙江省
747,Procurement of 0628-234001106001/03 Jiangxi Maternal and Child Health Care Hospital introduced visual camera system project(1),Electronic & communications,江西省
748,Procurement of 0628-234001106001/02 Jiangxi Provincial Maternal and Child Health Care Hospital introduced after-installation project(1),Medical equipment & medicine,江西省
749,Procurement of 0628-234001106001/01 Jiangxi Maternal and Child Health Care Hospital introduced pulse oximeter project(1),Medical equipment & medicine,江西省
750,Procurement of 2541-234XJTFGJ002 Xinjiang Uygur Autonomous Region Pediatric Research Institute imported medical equipment procurement project(1),Medical equipment & medicine,新疆维吾尔自治区
751,"Procurement of 0747-2240SCCZA824 Ultrasonic C-scan detection system of Huarui Aerospace Manufacturing Co., Ltd. ICB(4)",Apparatus and Meter,浙江省
752,Procurement of 0613-234022210177 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
753,Procurement of 0613-234022210254 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
754,Procurement of 0613-234022120184 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
755,Procurement of 0712-234052302001/02 Sinopec Guangxi LNG Project Phase III(1),Others,广西壮族自治区
756,Procurement of 0613-234022120183 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
757,Procurement of 0613-234022120182/02 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
758,Procurement of 0712-234052302001/01 Sinopec Guangxi LNG Project Phase III(1),Electronic & communications,广西壮族自治区
759,Procurement of 0613-234022120182/01 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
760,Procurement of 0613-234022120181/04 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
761,Procurement of 0613-234022120181/03 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
762,Procurement of 0712-234052303002 Sinopec Tianjin Nangang 1200KTA Ethylene Inte-grated Project(1),Apparatus and Meter,天津市
763,Procurement of 0613-234022120181/02 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
764,Procurement of 0613-234022120181/01 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
765,Procurement of 0664-2340SUMECA17 Automatic winder(2),"Textiles, wearing apparel",四川省
766,Procurement of 0712-224052203031/08 Sinopec Tianjin Nangang 1200KTA Ethylene Inte-grated Project(1),Apparatus and Meter,天津市
767,Procurement of 0613-234022120180 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
768,Procurement of 0712-224052203031/11 Sinopec Tianjin Nangang 1200KTA Ethylene Inte-grated Project(1),Apparatus and Meter,天津市
769,Procurement of 0613-234022120187/02 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
770,Procurement of 1069-224Z20221059 VHF Communication System (main 40 channel VHF system) Bidding and procurement Project of ATC Facilities and Equipment Construction Project of Anhui ATC Sub-Bureau(2),"Transport, storage service",安徽省
771,Procurement of 0613-234022120187/01 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
772,Procurement of 0613-234022120185 Huahong Wuxi 12-Inch IC Manufacturing Project(2),Electronic & communications,江苏省
773,Procurement of 0687-224020220211 Procurement project of Instruments and Equipment (the second batch) of Southwest Public Research and Development Center of Food and Medicine Homologous Plant Resources Utilization of Ministry(1),Apparatus and Meter,四川省
774,Procurement of 1641-224072709135/01 Annual Procurement of Laser Particle Size Inspection System (2023 Intelligent Quality Control System Project)(2),Apparatus and Meter,
775,Procurement of 0664-2240SUMECA88/11 Big stuffed bun production line(2),Others,山东省
776,Procurement of 2948-224HNB1WCJ06 Haikou Meilan Airport Economic Zone aviation engine maintenance Base (platform) phase I project CNC machining center procurement project CNC vertical turning machine(re-bid)(2),Machining,海南省
777,Procurement of 0724-2240S1124372/02 Guangzhou Baiyun International Airport Phase III Expansion ATC Project West Second Runway Instrument Landing System and Rangefinder Equipment Procurement Project(Sub2:DME)(rebid)(2),Apparatus and Meter,广东省
778,Procurement of 0724-2240S1124372/01 Guangzhou Baiyun International Airport Phase III Expansion ATC Project West Second Runway Instrument Landing System and Rangefinder Equipment Procurement Project(Sub1:ILS) (rebid)(2),Apparatus and Meter,广东省
779,Procurement of 0628-224111104631/02 The First Affiliated Hospital of Nanchang University introduced spiral tomography radiation therapy system project(2),Medical equipment & medicine,江西省
780,"Procurement of 0687-234020230003 Surface profile detection equipment procurement project of Chengdu Guangming South Optical Technology Co., Ltd. (re bidding)(2)",Apparatus and Meter,四川省
781,Procurement of 0655-2240NIT2107N Digital microscope project purchased by Ningbo Research Institute of Dalian University of Technology(1),Medical equipment & medicine,浙江省
782,"Procurement of 0622-234017001001 Institute of Energy,Hefei Comprehensive National Science Center (Anhui Laboratory for Energy) 2.93x1.59 niobium-titanium superconductor purchase(2)",Electricity & energy,安徽省
783,"Procurement of 0622-234017002002 Institute of Energy,Hefei Comprehensive National Science Center (Anhui Laboratory for Energy) 3.49x2.25WIC superconducting wire (Niobium-titanium superconducting wire) purchase(2)",Electricity & energy,安徽省
784,Procurement of 0712-224032203091 Tianjin South Port 1.2 million tons/year ethylene and downstream high-end new material industrial cluster project(2),Machining,天津市
785,Procurement of 0628-224101114006/04 The First Affiliated Hospital of Gannan Medical College introduced a noninvasive diagnostic instrument for liver fibrosis and fatty liver(1),Medical equipment & medicine,江西省
786,Procurement of 0705-224002028242 Purchase of fast protein purifier(1),Apparatus and Meter,上海市
787,Procurement of 2573-224AHSZC2060 Semi-cross spunlace production line with an annual output of 4000 tons of natural cotton flame retardant new material base material(1),Others,安徽省
788,Procurement of 0720-2340zbzx0007 Quench oil circulating pump of 1.2 million T / a ethylene plant For PetroChina Jilin Petrochemical Company(1),Machining,吉林省
789,Procurement of 0628-224101114006/03 The First Affiliated Hospital of Gannan Medical College introduced neurosurgical power system and accessories project(1),Medical equipment & medicine,江西省
790,Procurement of 1147-224SQ2022420/01 North Sichuan Medical College Affiliated Hospital in 2022 ultra-high-end color ultrasound and other medical equipment procurement projects(2),Medical equipment & medicine,四川省
791,"Procurement of 0628-234001103001 DLC Film Plating Machine of Jiangxi Phenix Optical Technology Co., Ltd.(2)",Apparatus and Meter,江西省
792,Procurement of 0628-224101114006/02 The First Affiliated Hospital of Gannan Medical College introduced visual puncture combined percutaneous nephroscope and other projects(1),Medical equipment & medicine,江西省
793,Procurement of 0730-224012GZ0294 Slitting machine(4),"Publishing & printing, packagi",贵州省
794,Procurement of 0712-224052203031/14 Sinopec Tianjin Nangang 1200KTA Ethylene Inte-grated Project(1),Apparatus and Meter,天津市
795,"Procurement of 0712-234032301006/04 SINOPEC Sichuan Vinylon Works 60,000 tons/year VAE re-expansion project(1)",Machining,重庆市
796,Procurement of 0628-214108114089/04 The first Affiliated Hospital of Gannan Medical College introduced multi-function flow dot matrix(2),Apparatus and Meter,江西省
797,Procurement of 0628-224101114006/01 Introduction of neuroendoscopic system and accessories in the First Affiliated Hospital of Gannan Medical College(1),Medical equipment & medicine,江西省
798,Procurement of 0664-2240SUMECR25 Electronic gastroenteroscopy(1),Medical equipment & medicine,江苏省
799,Procurement of 0720-2340zbzx0014 Methane expansion recompresser of 1.2 million T / a ethylene plant(2),Others,吉林省
800,"Procurement of 0712-234032301006/03 SINOPEC Sichuan Vinylon Works 60,000 tons/year VAE re-expansion project(1)","Petroleum, chemicals",重庆市
801,Procurement of 0655-2240NIT2108N/02 Equipment Procurement Project of Ningbo Research Institute of Dalian University of Technology(1),Apparatus and Meter,浙江省
802,Procurement of 0712-224052203031/13 Sinopec Tianjin Nangang 1200KTA Ethylene Inte-grated Project(1),Apparatus and Meter,天津市
803,Procurement of 0655-2240NIT2108N/03 Equipment Procurement Project of Ningbo Research Institute of Dalian University of Technology(1),Apparatus and Meter,浙江省
804,Procurement of 1147-224SQ2022420/15 North Sichuan Medical College Affiliated Hospital in 2022 ultra-high-end color ultrasound and other medical equipment procurement projects(2),Apparatus and Meter;医药卫生,四川省
805,Procurement of 1147-224SQ2022420/12 North Sichuan Medical College Affiliated Hospital in 2022 ultra-high-end color ultrasound and other medical equipment procurement projects(2),医药卫生;Apparatus and Meter,四川省
806,"Procurement of 0712-234032301006/02 SINOPEC Sichuan Vinylon Works 60,000 tons/year VAE re-expansion project(1)","Petroleum, chemicals",重庆市
807,Procurement of 1147-224SQ2022354/06 North Sichuan Medical College Affiliated Hospital Electronic Ventriculoscope and a number of medical equipment procurement projects (the third)(1),Medical equipment & medicine,四川省
808,Procurement of 0687-224020220215/01 Single cell sample preparation instrument and other procurement projects of West China Hospital of Sichuan University(1),Apparatus and Meter,四川省
809,Procurement of 0655-2240NIT2108N/01 Equipment Procurement Project of Ningbo Research Institute of Dalian University of Technology(1),Apparatus and Meter,浙江省
810,"Procurement of 0660-2240GMW56256/11 Jiangsu Yueda Textile Co., Ltd. Barrel wrapping system procurement project for 100000 spindle green intelligent factory project(2)",Others,江苏省
811,"Procurement of 0660-2240GMW56256/12 Jiangsu Yueda Textile Co., Ltd. Special fiber machine procurement project for 100000 spindle green intelligent factory project(2)","Textiles, wearing apparel",江苏省
812,"Procurement of 0660-2240GMW56256/01 Jiangsu Yueda Textile Co., Ltd. Blowing carding unit procurement project for 100000 spindle green intelligent factory project(2)","Textiles, wearing apparel",江苏省
813,"Procurement of 0660-2240GMW56256/04 Jiangsu Yueda Textile Co., Ltd. Strip and reel machine, comber (high yield), cotton roll transportation system procurement project for 100000 spindle green intelligent factory project(2)","纺织服装;Transport, storage service",江苏省
814,"Procurement of 0660-2240GMW56256/07 Jiangsu Yueda Textile Co., Ltd. Full automatic doffing roving frame and roving fine coupling system procurement project for 100000 spindle green intelligent factory project(2)","Textiles, wearing apparel",江苏省
815,"Procurement of 0660-2240GMW56256/10 Jiangsu Yueda Textile Co., Ltd. Fine networking automatic winder procurement project for 100000 spindle green intelligent factory project(2)","Textiles, wearing apparel",江苏省
816,"Procurement of 0660-2240GMW56256/02 Jiangsu Yueda Textile Co., Ltd. Strip and Coiler Combiner, Comber procurement project for 100000 spindle green intelligent factory project(2)","Textiles, wearing apparel",江苏省
817,"Procurement of 0660-2240GMW56256/05 Jiangsu Yueda Textile Co., Ltd. Double eyes pre drawing machine procurement project for 100000 spindle green intelligent factory project(2)","Textiles, wearing apparel",江苏省
818,"Procurement of 0660-2240GMW56256/08 Jiangsu Yueda Textile Co., Ltd. Full electronic drafting tight spinning and compact spinning frame procurement project for 100000 spindle green intelligent factory project(2)","Textiles, wearing apparel",江苏省
819,"Procurement of 0660-2240GMW56256/03 Jiangsu Yueda Textile Co., Ltd. Cottoon Roll Transport System procurement project for 100000 spindle green intelligent factory project(2)","Transport, storage service",江苏省
820,"Procurement of 0660-2240GMW56256/06 Jiangsu Yueda Textile Co., Ltd. Double eye autoleveller drawing frame procurement project for 100000 spindle green intelligent factory project(2)","Textiles, wearing apparel",江苏省
821,"Procurement of 0660-2240GMW56256/09 Jiangsu Yueda Textile Co., Ltd. Semi electronic drafting compact spinning frame procurement project for 100000 spindle green intelligent factory project(2)","Textiles, wearing apparel",江苏省
822,Procurement of 0613-224021385892/03 C factory AT23 adaptability modification-coating device(3),Machining,河南省
823,Procurement of 1749-2240YLZM7021/02 Automatic coagulation analysis system(1),Medical equipment & medicine,江苏省
824,Procurement of 0613-224021385892/02 C factory AT23 adaptability modification-tool changer(2),"Transport, storage service",河南省
825,Procurement of 0613-224021385892/01 C factory AT23 adaptability modification-Wheel cover roller edge station(2),Others,河南省
826,Procurement of 1749-2240YLZM7021/01 Fully automatic clotting analyzer(1),Medical equipment & medicine,江苏省
827,Procurement of 0712-224022203135/01 9 sets of Balance flow meter for Sinopec Jinling Petrochemical Company(2),Apparatus and Meter,江苏省
828,Procurement of 0613-224021385888/02 A factory FT73 adaptability modification-tool changer(2),"Transport, storage service",上海市
829,Procurement of 0613-224021385888/01 A factory FT73 adaptability modification-Wheel cover roller edge station(2),Others,上海市
830,Procurement of 0643-2240YLQX2273/04 Purchase of clinical medical equipment of Shangqiu First People's Hospital(1),Medical equipment & medicine,河南省
831,Procurement of 0768-2240CSIMC111 Purchase membrane integrity tester project(1),Apparatus and Meter,甘肃省
832,Procurement of 4197-214BOEWH0002/97 Production Expansion Project of BOE High Generation TFT-LCD Production Line(1),Others ;电子通信,湖北省
833,Procurement of 0664-2240SUMECT01 Electronic high definition gastroenteroscope(1),Medical equipment & medicine,江苏省
834,Procurement of 4452-224020221206 HD electronic Gastroenteroscopy system and standard version laparoscope(1),Medical equipment & medicine,吉林省
835,Procurement of 0664-2340SUMECT06 Ophthalmic OCT(1),Medical equipment & medicine,江苏省
836,Procurement of 0643-2240YLQX2273/03 Purchase of clinical medical equipment of Shangqiu First People's Hospital(1),Apparatus and Meter;医药卫生,河南省
837,Procurement of 1291-224HCJLZB672 Jilin Jianzhu University Frozen soil dynamic and static triaxial test system procurement project(1),Apparatus and Meter,吉林省
838,Procurement of 0646-234HNGLI0020/01 DBC assemble equipment(2),Electronic & communications,湖南省
839,Procurement of 0646-234HNGLI0020/02 MODULE assemble equipment(2),Electronic & communications,湖南省
840,Procurement of 0771-2240CIGJ0033 High-frequency electrotome procurement project of the Second Hospital of Jilin University(1),Medical equipment & medicine,吉林省
841,Procurement of 0692-224B03340551 SEM-EDS for GAC AION New Energy Automobile Co.Ltd.(1),Apparatus and Meter,广东省
842,Procurement of 0720-2240zbzx0257 Special chromium catalyst for small hollow materials production in HDPE unit of Innovene slurry loop process For PETROCHINA DUSHANZI PETROCHEMICAL COMPANY(2),Others,新疆维吾尔自治区
843,Procurement of 0643-2240YLQX2273/02 Purchase of clinical medical equipment of Shangqiu First People's Hospital(1),Medical equipment & medicine,河南省
844,Procurement of 0762-2341CBNB2003 The Ningbo Institute of Industrial Technology(CNITECH) of the Chinese Academy of Sciences(CAS) Purchase Femtosecond Lasers project(2),Apparatus and Meter,浙江省
845,Procurement of 4297-2340SUMEC101 CNC Precision Lathe(2),Machining,上海市
846,Procurement of 0643-2240YLQX2273/01 Purchase of clinical medical equipment of Shangqiu First People's Hospital(1),Medical equipment & medicine,河南省
847,Procurement of 0720-2240zbzx0269 Jilin Oilfield Company Security equipment(2),Apparatus and Meter,吉林省
848,Procurement of 0664-2240SUMECA42/02 CAPACITOR DISCHARGE WELDING MACHINE(2),Machining,江苏省
849,Procurement of 0768-2240CSIMC123 Caliper IVIS Lumina II procurement project(1),Apparatus and Meter,北京市
850,Procurement of 0768-2240CSIMC121 High resolution confocal microscope procurement project(1),Apparatus and Meter,北京市
851,Procurement of 0664-2240SUMECF53 Rice production line(5),Foods processing,广东省
852,Procurement of 0834-2241SH22A564 Liquid Nitrogen Cryo-cooler(2),石油化工;Apparatus and Meter,上海市
853,Procurement of 2539-224ZSJCCG105 Equipment Procurement Project of Optical Interferometric Tomography System in the Second Hospital of Jilin University(1),Medical equipment & medicine,吉林省
854,Procurement of 0679-224DFXYDA121 Pedestrian protection test system(2),Apparatus and Meter,湖北省
855,Procurement of 0748-2240CA6078IK/04 equipment(2),Electronic & communications,甘肃省
856,Procurement of 0739-2241G010CNPE Control Valves with Actuator FOR ZhangZhou NPP PROJECT UNIT 3&4(2),Machining,福建省
857,Procurement of 0747-2340SCCZX319 International Competitive Bidding Procurement of Zirconium Centrifugal Pump for Sinochem Energy and Sinochem Quanzhou 260 KMTA Acrylonitrile Project(rebid)(2),Machining,福建省
858,Procurement of 2477-224LWGJMYTJ1 Longwanggou Coal mine excavating anchor machine and supporting equipment procurement(2),Metallurgy & minerals;物流运输,内蒙古自治区
859,Procurement of 0834-2241SH22A557 7 elements silicon drift detector (SDD) system(2),Electronic & communications,上海市
860,Procurement of 0834-2241SH22A415 LN2 Cooled QXAFS Monochromator (2),Apparatus and Meter,上海市
861,Procurement of 3999-224JLZG22015 Siping Central People's hospital high-end four-dimensional color Doppler ultrasound diagnostic equipment (imported equipment)(1),Medical equipment & medicine,吉林省
862,Procurement of 0834-2241SH22A556 X-ray Image Plane detector syste(2),Electronic & communications,上海市
863,"Procurement of 0712-234032301006/01 SINOPEC Sichuan Vinylon Works 60,000 tons/year VAE re-expansion project(1)",Others,重庆市
864,Procurement of 0720-2340zbzx0018 PetroChina Jilin Petrochemical Company Cutting pump for 40KT/A Ethylene-Propylene Rubber Plant (1),Others,吉林省
865,Procurement of 0712-224062203090/01 Sinopec Zhenhai Company Phase II (LPEC) Residue hydrogenation unit project(3),Machining,浙江省
866,Procurement of 0720-2340zbzx0002 Catalyst of Ethylene Project of PetroChina Jilin Petrochemical Company(2),Others,吉林省
867,Procurement of 0720-2240zbzx0278 Catalyst of 340MT/a RDS for PetroChina North China Petrochemical Company(1),Others,河北省
868,Procurement of 0687-234020230004 Tianfu Xinglong Lake Laboratory Vacuum Chemical Vapor Deposition Equipment Procurement Project (International) (re bid)(2),Others,四川省
869,"Procurement of 0730-224011SZ0088/04 GreaTech Substrates Co., Ltd. Project-Solder Fusing Machine (Rebid)(2)",Machining,广东省
