,title,reference_no,tender_id
1954,[IE for Construction of Six lane access controlled Expressway from Km 43.500 to Km 83.500 (Khimana to Diodarda of Tharad Ahmedabad Expressway- Design length 40 kms) under BMP in Gujarat (PKGII) on HAM.],IE for Construction of Six lane access controlled Expressway from Km 43.500 to Km 83.500 (Khimana to Diodarda of Tharad Ahmedabad Expressway- Design length 40 kms) under BMP in Gujarat (PKGII) on HAM.] [NHAI/Gujarat/ Tharad to Khimana /IE/Pkg-I/2022 ,2022_NHAI_133120_1
1955,[IE services for Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.208.900 in Nasarpore Village in Umarpada Taluka to Ch.241.700 in Bedkuva Dur Village in Vyara Taluka Section of NH-56 in Gujarat on HAM(PKG-VI)],IE services for Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.208.900 in Nasarpore Village in Umarpada Taluka to Ch.241.700 in Bedkuva Dur Village in Vyara Taluka Section of NH-56 in Gujarat on HAM(PKG-VI)] [NHAI/Gujarat/IE/Pkg-VI/2022,2022_NHAI_133088_1
1956,[IE for Upgradation of Existing 2 Lane Carriageway to 4 Lane Divided Carriageway from Ch. 290.050 in Pathakwadi Vil. in Dolvan Taluka to Ch. 330.800 in Karanjveri Vil. in Dharampur Taluka Length 40.750 Section of NH-56 in Gujarat HAM PKG VIII],IE for Upgradation of Existing 2 Lane Carriageway to 4 Lane Divided Carriageway from Ch. 290.050 in Pathakwadi Vil. in Dolvan Taluka to Ch. 330.800 in Karanjveri Vil. in Dharampur Taluka Length 40.750 Section of NH-56 in Gujarat HAM PKG VIII] [NHAI/Gujarat/ IE/Pkg-VIII/2022 ,2022_NHAI_133086_1
1957,[IE services for Upgradation of Existing Two Lane Carriageway to Four Lane Divided Carriageway from Ch.179.780 in Bitada-Movi Village in Netrang Taluka to Ch.208.900 in Nasarpore Village in Umarpada Taluka Section of NH-56 in Gujarat on HAM(PKG-V)],IE services for Upgradation of Existing Two Lane Carriageway to Four Lane Divided Carriageway from Ch.179.780 in Bitada-Movi Village in Netrang Taluka to Ch.208.900 in Nasarpore Village in Umarpada Taluka Section of NH-56 in Gujarat on HAM(PKG-V)] [NHAI/Gujarat/IE/Pkg-V/2022,2022_NHAI_133084_1
1958,[IE services for Upgradation-Strengthening of 2-4 Lane Carriageway to 4Lane Divided Carriageway from Ch.132.320 in Dhamasiya Village in Naswade Taluka-Ch.179.780 in Bitada-Movi Village in Netrang Taluka Section of NH-56 in Gujarat on HAM (PKG-IV)],IE services for Upgradation-Strengthening of 2-4 Lane Carriageway to 4Lane Divided Carriageway from Ch.132.320 in Dhamasiya Village in Naswade Taluka-Ch.179.780 in Bitada-Movi Village in Netrang Taluka Section of NH-56 in Gujarat on HAM (PKG-IV)] [NHAI/Gujarat/IE/Pkg-IV/2022,2022_NHAI_133074_1
1959,[IE for Upgradation of Existing 2 Lane Carriageway to 4 Lane Divided Carriageway from Ch. 94.030Junction with Existing NH-56 (Km.414.646)Jabugam Vill. in Bodeli Taluka to Ch. 132.320 (Existing454.500) Dhamasiya Vill. in Naswadi Taluka NH-56 in Gujarat],IE for Upgradation of Existing 2 Lane Carriageway to 4 Lane Divided Carriageway from Ch. 94.030Junction with Existing NH-56 (Km.414.646)Jabugam Vill. in Bodeli Taluka to Ch. 132.320 (Existing454.500) Dhamasiya Vill. in Naswadi Taluka NH-56 in Gujarat] [NHAI/Gujarat /IE/Pkg-III/2022,2022_NHAI_133073_1
1960,"[Four Laning with paved shoulders from Km 0.900 to Km 9.325, Missing Link Project (Budhel Junction to near A2 side approach of Nari circle) section of NH-51 in the State of Gujarat on EPC Mode]","Four Laning with paved shoulders from Km 0.900 to Km 9.325, Missing Link Project (Budhel Junction to near A2 side approach of Nari circle) section of NH-51 in the State of Gujarat on EPC Mode] [NHAI/ROGNR/Tender/Missing Link/NH-51/2022",2022_NHAI_132877_1
1961,[Independent Engineer Services during Operation and Maintenance stage of Six Laning of Agra Etawah Bypass Section of NH 2 from Km. 199.660 to Km. 323.525 under NHDP Phase V in the State of Uttar Pradesh on BOT (Toll) basis],Independent Engineer Services during Operation and Maintenance stage of Six Laning of Agra Etawah Bypass Section of NH 2 from Km. 199.660 to Km. 323.525 under NHDP Phase V in the State of Uttar Pradesh on BOT (Toll) basis] [NHAI/PIU/AGRA/Misc./27,2022_NHAI_132846_1
1962,[Construction of new 4-lane coastal road with paved shoulder from Rameshwar to Puri (km.0 to km. 47.050) on Hybrid Annuity Mode in the State of Odisha (Package I).],Construction of new 4-lane coastal road with paved shoulder from Rameshwar to Puri (km.0 to km. 47.050) on Hybrid Annuity Mode in the State of Odisha (Package I).] [NHAI/OD/CR/ RP/Pkg-I/efile-171603,2022_NHAI_132509_1
1963,[Construction of new 4 Lane Coastal road with paved shoulder from Puri to kakatpur (Km.47.050 to km.91.600) on Hybrid Annuity Mode in the state of Odisha (Package II).],Construction of new 4 Lane Coastal road with paved shoulder from Puri to kakatpur (Km.47.050 to km.91.600) on Hybrid Annuity Mode in the state of Odisha (Package II).] [NHAI/OD/CR/ RK/PKG-II/efile-171625 ,2022_NHAI_132542_1
1964,[Construction of new 6-lane Capital Region Ring Road (CRRR) from Gobindpur near Kuspangi (NH-42) to Tangi near Bandalo Toll Palza (NH-16) (Km.70.540 to Km. 110.870) on Hybrid Annuity Mode in the State of Odisha],Construction of new 6-lane Capital Region Ring Road (CRRR) from Gobindpur near Kuspangi (NH-42) to Tangi near Bandalo Toll Palza (NH-16) (Km.70.540 to Km. 110.870) on Hybrid Annuity Mode in the State of Odisha] [NHAI/OD/ CRRR/GT/2021/efile-99239,2022_NHAI_132548_1
1965,[IE services for Construction of Four laning of Marikal-Hasnapur Potulamadugu section of NH-167 from Design Km 228.500 to Km 267.360 in Telangana as a part of development of EC to improve the efficiency of freight movement in India on HAM Package-II],IE services for Construction of Four laning of Marikal-Hasnapur Potulamadugu section of NH-167 from Design Km 228.500 to Km 267.360 in Telangana as a part of development of EC to improve the efficiency of freight movement in India on HAM Package-II] [NHAI/HQ/GM-Tel./DGM/Mari-Hasn/ Pkg-II/IE/10-2022,2022_NHAI_132383_1
1966,[Construction of Six lane access controlled Expressway from Km 173.500 to Km 213.803(Giyod to Bhuval of Tharad Ahmedabad Expressway Design length 40.303 kms) under Bharatmala Pariyojana in Gujarat (Package V) on Hybrid Annuity Mode.],Construction of Six lane access controlled Expressway from Km 173.500 to Km 213.803(Giyod to Bhuval of Tharad Ahmedabad Expressway Design length 40.303 kms) under Bharatmala Pariyojana in Gujarat (Package V) on Hybrid Annuity Mode.] [NHAI/Tharad-Ahmedabad/ Gujarat/Pkg-V/ 2022,2022_NHAI_132182_1
1967,[Construction of Six lane access controlled Expressway from Km 127.000 to Km 173.500(Udalpur to Giyod of Tharad Ahmedabad Expressway Design length 46.5 kms) under Bharatmala Pariyojana in Gujarat (Package IV) on Hybrid Annuity Mode],Construction of Six lane access controlled Expressway from Km 127.000 to Km 173.500(Udalpur to Giyod of Tharad Ahmedabad Expressway Design length 46.5 kms) under Bharatmala Pariyojana in Gujarat (Package IV) on Hybrid Annuity Mode] [NHAI/Tharad-Ahmedabad/ Gujarat/Pkg-IV/ 2022,2022_NHAI_132177_1
1968,[Construction of Six lane access controlled Expressway from Km 83.500 to Km 127.000(Diodarda to Udalpur of Tharad Ahmedabad Expressway Design length 43.5 kms) under Bharatmala Pariyojana in the Gujarat(Package III) on Hybrid Annuity Mode],Construction of Six lane access controlled Expressway from Km 83.500 to Km 127.000(Diodarda to Udalpur of Tharad Ahmedabad Expressway Design length 43.5 kms) under Bharatmala Pariyojana in the Gujarat(Package III) on Hybrid Annuity Mode] [NHAI/Tharad Ahmedabad/ Gujarat/ Pkg-III/ 2022,2022_NHAI_132172_1
1969,[Construction of Six lane access controlled Expressway from Km 43.500 to Km 83.500(Khimana to Diodarda of Tharad Ahmedabad Expressway Design length 40 kms) under Bharatmala Pariyojana in the State of Gujarat (Package II) on Hybrid Annuity Mode.],Construction of Six lane access controlled Expressway from Km 43.500 to Km 83.500(Khimana to Diodarda of Tharad Ahmedabad Expressway Design length 40 kms) under Bharatmala Pariyojana in the State of Gujarat (Package II) on Hybrid Annuity Mode.] [NHAI/Tharad-Ahmedabad /Gujarat/Pkg-II/ 2022,2022_NHAI_132167_1
1970,[Construction of 6 lane access controlled Expressway from Km 0.000 to Km 43.500 (Tharad to Khimana of Tharad Ahmedabad Expressway- Design length 43.5 km) under BMP in the State of Gujarat (Package I) on HAM ],Construction of 6 lane access controlled Expressway from Km 0.000 to Km 43.500 (Tharad to Khimana of Tharad Ahmedabad Expressway- Design length 43.5 km) under BMP in the State of Gujarat (Package I) on HAM ] [NHAI/Tharad-Ahmedabad /Gujarat/Pkg-I/2022,2022_NHAI_132165_1
1971,[4 or 6 laning of Edathanattukara to Karakkunnu section of NH966 from km. 61.440 to km. 87.930 (Package 3) in the State of Kerala on Hybrid Annuity Mode],4 or 6 laning of Edathanattukara to Karakkunnu section of NH966 from km. 61.440 to km. 87.930 (Package 3) in the State of Kerala on Hybrid Annuity Mode] [NHAI/11013/KL/ Edathanuttakara-Karakunnu/2022,2022_NHAI_132146_1
1972,[Development Operation and Maintenance of Ropeway from Nature Park(Mohal) to Bijli Mahadev Temple in District Kullu in Himachal Pradesh on HAM.],Development Operation and Maintenance of Ropeway from Nature Park(Mohal) to Bijli Mahadev Temple in District Kullu in Himachal Pradesh on HAM.] [NHAI/ Ropeways/ BijliMahadev/ 2022,2022_NHAI_132026_1
1973,[CS for IE for 4 or 6 laning of Edathanattukara to Iringaullur section of NH966 from Km. 61.440 to Km.121.006 (Design Length 59.566 Km) (Civil Package 3 4 5) in the State of Kerala in HAM mode under Bharatmala Pariyojana.],CS for IE for 4 or 6 laning of Edathanattukara to Iringaullur section of NH966 from Km. 61.440 to Km.121.006 (Design Length 59.566 Km) (Civil Package 3 4 5) in the State of Kerala in HAM mode under Bharatmala Pariyojana.] [NHAI/13015/KL/IE/ Edathanattukara IringallurPkg 3t,2022_NHAI_132030_1
1974,"[DM/TW/COR-OF/186, Package-M12 Design, Supply, Installation, Testing and Commissioning of Integrated Track Monitoring System (ITMS) for Delhi-Ghaziabad-Meerut Regional Rapid Transit System (RRTS) Corridor.]","DM/TW/COR-OF/186, Package-M12 Design, Supply, Installation, Testing and Commissioning of Integrated Track Monitoring System (ITMS) for Delhi-Ghaziabad-Meerut Regional Rapid Transit System (RRTS) Corridor.] [DM/TW/COR-OF/186",2022_ADBNC_131224_1
1975,[4 or 6 laning of Karakkunnu to Vazahayoor section of NH 966 from km. 87.930 to km. 113.000 in the State of Kerala on Hybrid Annuity mode under Bharatmala],4 or 6 laning of Karakkunnu to Vazahayoor section of NH 966 from km. 87.930 to km. 113.000 in the State of Kerala on Hybrid Annuity mode under Bharatmala] [NHAI/11014/KL/Karakkunnu Vazahayoor/2022 Proc,2022_NHAI_131529_1
1976,[Rehabilitation and Upgradation to 4 Lane with paved shoulder configuration and Strengthening of Bijni to Mandi section from Km 202.815 to Km 208.000 of NH-20 (NH-154) (Design Length 5.357 KM) of Pathankot-Mandi under NH(O) in HP],Rehabilitation and Upgradation to 4 Lane with paved shoulder configuration and Strengthening of Bijni to Mandi section from Km 202.815 to Km 208.000 of NH-20 (NH-154) (Design Length 5.357 KM) of Pathankot-Mandi under NH(O) in HP] [NHAI/Pathankot Mandi /Pkg-VB/HAM/HP/2022,2022_NHAI_131200_1
1977,"[Supply,Installation and Commissioning, of OTN equipment under OTN Phase-4 project on turnkey basis in BSNL Pan India with three years of O and M services and comprehensive AMC of 8 years after successful completion of one year warranty]","Supply,Installation and Commissioning, of OTN equipment under OTN Phase-4 project on turnkey basis in BSNL Pan India with three years of O and M services and comprehensive AMC of 8 years after successful completion of one year warranty] [MM/CNP/OTN Phase-4/T-743/2022 issued on 26.09.2022",2022_BSNL_130884_1
1978,[4 or 6 lanning of Vazahayoor to Iringaullur section of NH966 (greenfield ICR34) from km.113.000 to km.121.006 in the State of Kerala in HAM mode under Bharatmala],4 or 6 lanning of Vazahayoor to Iringaullur section of NH966 (greenfield ICR34) from km.113.000 to km.121.006 in the State of Kerala in HAM mode under Bharatmala] [NHAI/12013/Vazahayoor Iringaullur/2022,2022_NHAI_130962_1
1979,[Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.290.050 (Existing Km.629.690) in Pathakwadi in Dolvan Taluka to Ch.330.800 (Existing Km.671.850) in Karanjveri in Dharampur Taluka Sec of NH56 in Gujarat HAM (PKG-8)],Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.290.050 (Existing Km.629.690) in Pathakwadi in Dolvan Taluka to Ch.330.800 (Existing Km.671.850) in Karanjveri in Dharampur Taluka Sec of NH56 in Gujarat HAM (PKG-8)] [NHAI/Vapi Bodeli/Gujarat/Pkg-VIII/2022,2022_NHAI_130857_1
1980,[Upgrade of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.330.800 Existing Km.671.850 in Karanjveri in Dharampur Taluka to Ch.372.185 Existing Km. 714.010 in Karvad near Vapi post Jn with MUM VADO EPW Sec of NH56 in GUJ on HAM PKG-9],Upgrade of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.330.800 Existing Km.671.850 in Karanjveri in Dharampur Taluka to Ch.372.185 Existing Km. 714.010 in Karvad near Vapi post Jn with MUM VADO EPW Sec of NH56 in GUJ on HAM PKG-9] [NHAI/Vapi Bodeli/Gujarat/Pkg-IX/2022,2022_NHAI_130860_1
1981,[Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.241.700 (Existing Km. 582.000) in Bedkuva Dur in Vyara Taluka to Ch.290.050 (Existing Km.629.690) in Pathakwadi in Dolvan Taluka Sec of NH56 in Gujarat on HAM PKG-7],Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.241.700 (Existing Km. 582.000) in Bedkuva Dur in Vyara Taluka to Ch.290.050 (Existing Km.629.690) in Pathakwadi in Dolvan Taluka Sec of NH56 in Gujarat on HAM PKG-7] [NHAI/Vapi Bodeli/Gujarat/Pkg-VII/2022,2022_NHAI_130853_1
1982,[Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.208.900 (Existing Km.535.930) in Nasarpore in Umarpada Taluka to Ch.241.700 Existing Km.582.000 in Bedkuva Dur in Vyara Taluka Sec of NH56 in Gujarat on HAM PKG-6],Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.208.900 (Existing Km.535.930) in Nasarpore in Umarpada Taluka to Ch.241.700 Existing Km.582.000 in Bedkuva Dur in Vyara Taluka Sec of NH56 in Gujarat on HAM PKG-6] [NHAI/Vapi Bodeli/Gujarat/Pkg-VI/2022,2022_NHAI_130845_1
1983,[Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.179.780 (Existing Km.506.660) in Bitada or Movi in Netrang Taluka to Ch.208.900 (Existing Km. 535.930) in Nasarpore in Umarpada Taluka Sec of NH56 in Gujarat on HAM PKG-5],Upgradation of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.179.780 (Existing Km.506.660) in Bitada or Movi in Netrang Taluka to Ch.208.900 (Existing Km. 535.930) in Nasarpore in Umarpada Taluka Sec of NH56 in Gujarat on HAM PKG-5] [NHAI/Vapi Bodeli/Gujarat/Pkg-V/2022,2022_NHAI_130837_1
1984,[Upgrade or Strengthen of Existing 2BY4 Ln Carriageway to 4Ln Divided Carriageway from Ch.132.320 Existing Km.454.500 in Dhamasiya in Naswade Taluka to Ch.179.780 Existing Km.506.660 in Bitada or Movi in Netrang Taluka Sec of NH56 in GUJ on HAM PKG4],Upgrade or Strengthen of Existing 2BY4 Ln Carriageway to 4Ln Divided Carriageway from Ch.132.320 Existing Km.454.500 in Dhamasiya in Naswade Taluka to Ch.179.780 Existing Km.506.660 in Bitada or Movi in Netrang Taluka Sec of NH56 in GUJ on HAM PKG4] [NHAI/Vapi Bodeli/Gujarat/Pkg-IV/2022,2022_NHAI_130833_1
1985,[Upgrade of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.94.030 Jn with Existing NH56 (Km.414.646) in Jabugam in Bodeli Taluka to Ch.132.320 (Existing Km.454.500) in Dhamasiya in Naswadi Taluka Sec of NH56 in Gujarat on HAM PKG3],Upgrade of Existing 2Lane Carriageway to 4Lane Divided Carriageway from Ch.94.030 Jn with Existing NH56 (Km.414.646) in Jabugam in Bodeli Taluka to Ch.132.320 (Existing Km.454.500) in Dhamasiya in Naswadi Taluka Sec of NH56 in Gujarat on HAM PKG3] [NHAI/Vapi Bodeli/Gujarat/Pkg-III/2022,2022_NHAI_130824_1
1986,[Development of 6 Lane Access Controlled Greenfield Highway from Nallacheruvu palli(Ch.96.300)to Yerragudipadu(Ch 129.000)of Bengaluru Vijayawada Economic Corridor on HAM Mode under Bharatmala Pariyojana PhaseI in Andhra Pradesh (Package 5)],Development of 6 Lane Access Controlled Greenfield Highway from Nallacheruvu palli(Ch.96.300)to Yerragudipadu(Ch 129.000)of Bengaluru Vijayawada Economic Corridor on HAM Mode under Bharatmala Pariyojana PhaseI in Andhra Pradesh (Package 5)] [NHAI/BM/EC/Bengaluru Vijayawada/ Greenfield/PKG 5,2022_NHAI_130775_1
1987,[Development of 6 Lane Access Controlled Greenfield Highway from Yerragudipadu (Ch.129.000) to Audireddipalle (Ch.160.000) of Bengaluru Vijayawada EC on HAM Mode under BMP Ph-I in Andhra Pradesh (Package-6)],Development of 6 Lane Access Controlled Greenfield Highway from Yerragudipadu (Ch.129.000) to Audireddipalle (Ch.160.000) of Bengaluru Vijayawada EC on HAM Mode under BMP Ph-I in Andhra Pradesh (Package-6)] [NHAI/BM/EC/Bengaluru Vijayawada/Greenfield/PKG-6,2022_NHAI_130778_1
1988,[RFP for Development Operation and Maintenance of Ropeway from Ujjain Jn Railway Station to Mahakaleshwar Temple in the State of Madhya Pradesh on Hybrid Annuity Mode.],RFP for Development Operation and Maintenance of Ropeway from Ujjain Jn Railway Station to Mahakaleshwar Temple in the State of Madhya Pradesh on Hybrid Annuity Mode.] [NHAI/Ropeways/ Mahakaleshwar/ 2022,2022_NHAI_130774_1
1989,[Development Operation and Maintenance of the MMLP Indore near Pithampur in Dhar District in Madhya Pradesh through PPP on DBFOT basis],Development Operation and Maintenance of the MMLP Indore near Pithampur in Dhar District in Madhya Pradesh through PPP on DBFOT basis] [NHLML/ MMLP/ INDORE/2022,2022_NHAI_130725_1
1990,[Four laning of Marikal-Hasnapur-Potulamadugu section of NH-167 from Design Km 228.500 to Km 267.360 (Existing from Km 229.153 of NH-167 to Junction with NH-44 at Km 97.900)in Telangana on HAM-Package-II],Four laning of Marikal-Hasnapur-Potulamadugu section of NH-167 from Design Km 228.500 to Km 267.360 (Existing from Km 229.153 of NH-167 to Junction with NH-44 at Km 97.900)in Telangana on HAM-Package-II] [NHAI/Tech/TS/NH-167/ Mari-Jad(Pkg-II)/2021,2022_NHAI_130722_1
1991,[Construction of STRR(West side) NH948A Somakkanamutta(Magadi Taluk) to Kunigal(Ramanagara Taluk) from km46.300 to km79.000(Design Chainage)PhI PckgII in Karnataka on HAM under BMP.],Construction of STRR(West side) NH948A Somakkanamutta(Magadi Taluk) to Kunigal(Ramanagara Taluk) from km46.300 to km79.000(Design Chainage)PhI PckgII in Karnataka on HAM under BMP.] [NHAI/KNT/ STRR/Phase-l/ Pkg-ll/170401,2022_NHAI_130712_1
1992,[Construction of STRR(West side)NH948A Obalapura (Nelamangala Taluk))to Somakkanamutta(Magadi Taluk) from km0.000 to km46.300(Design)Phase I PKG I in the state of Karnataka on HAM under BMP],Construction of STRR(West side)NH948A Obalapura (Nelamangala Taluk))to Somakkanamutta(Magadi Taluk) from km0.000 to km46.300(Design)Phase I PKG I in the state of Karnataka on HAM under BMP] [NHAI/KNT/STRR/Phase I/ Pkg I/170399,2022_NHAI_130598_1
1993,[CS for IE for 4laning from Godibandha to Ballahar Chhak Ballhar Chhak to Banarapal and Banarapal to Start of Anugul by-pass at Km314.130 to Km321.035 of NH53 at Km75.200 to Km84.000 of NH149 and at Km84.000 to Km86.100 of NH55 on HAM in Odisha.],CS for IE for 4laning from Godibandha to Ballahar Chhak Ballhar Chhak to Banarapal and Banarapal to Start of Anugul by-pass at Km314.130 to Km321.035 of NH53 at Km75.200 to Km84.000 of NH149 and at Km84.000 to Km86.100 of NH55 on HAM in Odisha.] [NHAI/OD /BBG/IE /2022 / efile-168561,2022_NHAI_130166_1
1994,"[DEVELOPING, OPERATING AND MAINTAINENCE OF LARGE and SMALL WAYSIDE AMENITIES ON DIFFERENT SECTIONS OF NATIONAL HIGHWAY ON LEASE BASIS]","DEVELOPING, OPERATING AND MAINTAINENCE OF LARGE and SMALL WAYSIDE AMENITIES ON DIFFERENT SECTIONS OF NATIONAL HIGHWAY ON LEASE BASIS] [NHAI/WSA/DBOT/North and East/1/2022",2022_NHAI_130151_1
1995,[Construction of Tunnelling Works using TBM and NATM between Mumbai Underground Station at BKC (MAHSR Km. 0.773) and Shilphata (MAHSR Km. 21.150) in the State of Maharashtra for Mumbai Ahmedabad High Speed Rail Project.],Construction of Tunnelling Works using TBM and NATM between Mumbai Underground Station at BKC (MAHSR Km. 0.773) and Shilphata (MAHSR Km. 21.150) in the State of Maharashtra for Mumbai Ahmedabad High Speed Rail Project.] [MAHSR-C-2,2022_NHSRC_129802_1
1996,[Construction of 4-laning with PS from Mysore to Kushalnagara NH-275 Km 195.550 at Yalachahalli Near SH-117 Yelawala KR Nagara Road Junction to Km 214.535 joining to Srirangapatna Bypass Near Paschima Vahini on HAM under BMP in Karnataka (PKG-V)],Construction of 4-laning with PS from Mysore to Kushalnagara NH-275 Km 195.550 at Yalachahalli Near SH-117 Yelawala KR Nagara Road Junction to Km 214.535 joining to Srirangapatna Bypass Near Paschima Vahini on HAM under BMP in Karnataka (PKG-V)] [NHAI/KNT/NIT/Mysore Kushalnagara/Pkg-5/MW/2022,2022_NHAI_129475_1
1997,[Construction of 4laning with PS from Mysore-Kushalnagara NH-275 Km 169.000 Ramanathapura Terakanambi Road KR Nagar Junction in Hunsur to Km 195.550 at Yalachahalli Near SH-117 Yelawala-KR Nagara Road Junction on HAM BMP in Karnataka (PKG-IV)],Construction of 4laning with PS from Mysore-Kushalnagara NH-275 Km 169.000 Ramanathapura Terakanambi Road KR Nagar Junction in Hunsur to Km 195.550 at Yalachahalli Near SH-117 Yelawala-KR Nagara Road Junction on HAM BMP in Karnataka (PKG-IV)] [NHAI/KNT/NIT/Mysore Kushalnagara/Pkg-4/MW/2022,2022_NHAI_129474_1
1998,[Construction of access controlled 4-laning with paved shoulder from Mysore-Kushalnagara from Ch.Km 122.200 near Guddehosur-Kushalnagara Bypass to Ch. Km 144.900 at SH-21 Hassan-Periyapatna Road Junction on HAM under BMP in Karnataka(PKG-II)],Construction of access controlled 4-laning with paved shoulder from Mysore-Kushalnagara from Ch.Km 122.200 near Guddehosur-Kushalnagara Bypass to Ch. Km 144.900 at SH-21 Hassan-Periyapatna Road Junction on HAM under BMP in Karnataka(PKG-II)] [NHAI/KNT/NIT/Mysore Kushalnagara /Pkg-2/MW/2022,2022_NHAI_129471_1
1999,[Construction of access controlled 4laning with paved shoulder from Mysore-Kushalnagara sec of NH275 from Km144.900 Near Hemmige Village SH21 Hassan -Periyapatna Road Junc to Km169.000 at Near SH86 Ramanathapura-Terakanambi Road KR Nagar Junc in Hunsu],Construction of access controlled 4laning with paved shoulder from Mysore-Kushalnagara sec of NH275 from Km144.900 Near Hemmige Village SH21 Hassan -Periyapatna Road Junc to Km169.000 at Near SH86 Ramanathapura-Terakanambi Road KR Nagar Junc in Hunsu] [NHAI/KNT/NIT/ Mysore-Kushalnagara/Pkg3/ MainworK,2022_NHAI_129444_1
2000,[Six laning of Walajapet Ranipet to Tamil Nadu Andhra Pradesh Border from km. 106.800 to km. 134.879 of NH 4(New No. NH 40) under NHDP Phase-III in Tamil Nadu on HAM],Six laning of Walajapet Ranipet to Tamil Nadu Andhra Pradesh Border from km. 106.800 to km. 134.879 of NH 4(New No. NH 40) under NHDP Phase-III in Tamil Nadu on HAM] [NHAI/TN/ Ranipet-TN/APBorder/ HAM/2022,2022_NHAI_127594_1
2001,[4-Laning of Jagtial Karimnagar Section of NH563 from Design Ch.0.000 km (Existing ch 90.500 on NH63) to Design Ch. 58.866 km (near SH1 Ch. 170.400 km) at Karimnagar Bypass End (Design Length 58.866 km) in Telangana on HAM under BMP],4-Laning of Jagtial Karimnagar Section of NH563 from Design Ch.0.000 km (Existing ch 90.500 on NH63) to Design Ch. 58.866 km (near SH1 Ch. 170.400 km) at Karimnagar Bypass End (Design Length 58.866 km) in Telangana on HAM under BMP] [NHAI/Tech/TS/ NH-563/Jag-Kar/2022,2022_NHAI_127352_1
2002,"[IE Services for Construction of 4 Lane Access controlled Highway from Vakalapudi Light House to Annavaram (on NH 16) section of NH 516F from Km. 0.000 to Km. 40.621, on HAM under BM Phase 1 in the State of Andhra Pradesh.]","IE Services for Construction of 4 Lane Access controlled Highway from Vakalapudi Light House to Annavaram (on NH 16) section of NH 516F from Km. 0.000 to Km. 40.621, on HAM under BM Phase 1 in the State of Andhra Pradesh.] [NHAI/PC/BM /Uppada Beach/IE/2022",2022_NHAI_127330_1
2003,[Empanelment of Financial Consultant for BOT/HAM/EPC (Toll)/and other Projects being undertaken by NHLML],Empanelment of Financial Consultant for BOT/HAM/EPC (Toll)/and other Projects being undertaken by NHLML] [NHLML/FC/ Empanelment/2022,2022_NHAI_125986_1
2004,[PMSSY - Immuno Fluorescent Microscope],PMSSY - Immuno Fluorescent Microscope] [HITES/PCD/PMSSY-IV/24/PATH/ 2022-23,2022_HLL_124639_7
2005,[AIIA-Laparoscopic set with hysteroscope],AIIA-Laparoscopic set with hysteroscope] [HITES/PCD/AIIA/01/22-23,2022_HLL_124727_8
2006,[Construction and Upgradation to Four Lane from Manikpur (Design.Ch. Km 0.000) to Sahebganj (Design.Ch. Km 44.800) section of NH139W under Bharatmala Pariyojana scheme on HAM Mode in the State of Bihar],Construction and Upgradation to Four Lane from Manikpur (Design.Ch. Km 0.000) to Sahebganj (Design.Ch. Km 44.800) section of NH139W under Bharatmala Pariyojana scheme on HAM Mode in the State of Bihar] [NHAI/HQ/BH/MANIKPUR SAHRBGANJ/NH139W/PROC/2022,2022_NHAI_124229_1
2007,[Rehabilitation and Upgradation of Chorma Bairgania section of NH No. 227F to 2 lane with paved shoulders from Design Ch 0.000 to Ch 34.566 in the state of Bihar through Hybrid annuity mode (HAM) Basis],Rehabilitation and Upgradation of Chorma Bairgania section of NH No. 227F to 2 lane with paved shoulders from Design Ch 0.000 to Ch 34.566 in the state of Bihar through Hybrid annuity mode (HAM) Basis] [NHAI/HQ/BH/Chorma bairgania/ NH227F/Proc/2022,2022_NHAI_124214_1
2008,[4 laning from Godibandha to Ballahar Chhak Ballhar Chhak to Banarapal and Banarapal to Start of Anugul by pass at Km.314.130 to Km.321.035 of NH 53 at Km.75.200 to Km.84.000 of NH 149 and at Km.84.000 to Km.86.100 of NH 55 on HAM in Odisha.],4 laning from Godibandha to Ballahar Chhak Ballhar Chhak to Banarapal and Banarapal to Start of Anugul by pass at Km.314.130 to Km.321.035 of NH 53 at Km.75.200 to Km.84.000 of NH 149 and at Km.84.000 to Km.86.100 of NH 55 on HAM in Odisha.] [NHAI/OD/BBG/ 2020/efile 48614,2022_NHAI_124142_1
