District,Ad #,FM Numbers,BDI,Short Description,Number of Contracts Awarded,Contract Threshold,Major Work Types,Minor Work Types,Under Utilized Work Groups,Contract Amount/Limit,Advertisement Date,Response Deadline Date/Time (*System Time Zone),Shortlist Selection Date,Final Selection Date,Selection Method,Standard Notes
04,23459,,No,SR-5/US1 from South of Atlantic Blvd to North of Sample Road,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$875,765.00",10/24/2022,11/07/2022 05:00 PM,11/28/2022,01/09/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
04,23460,,No,CEI Services for SR-9/I-95 fr S of SW 10 ST to N Hillsboro,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.5.1-Major Bridge CEI - Concrete",,,"$45,824,000.00",03/06/2023,03/21/2023 05:00 PM,04/10/2023,05/15/2023, Letter of Response and Interview," Standard Note 9  
 Standard Note 10 "
04,23461,,No,CEI Services along the SR-9/I-95 Corridor in Palm Beach Cty.,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection, 10.4-Minor Bridge & Miscellaneous Structures CEI,,"$3,683,526.00",11/21/2022,12/08/2022 05:00 PM,01/09/2023,01/23/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23462,,No,CEI Services for SR-5/US-1,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,775,165.00",11/28/2022,12/12/2022 05:00 PM,01/09/2023,01/30/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23463,,No,PD&E SR-9/I-95 FR MIAMI-DADE/BROWARD COUNTY LINE,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.3-Controlled Access Highway Design"," 3.1-Minor Highway Design 
 3.2-Major Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$6,000,000.00",11/14/2022,11/30/2022 05:00 PM,12/19/2022,01/30/2023, Letter of Response and Oral Presentation, Standard Note 8 
04,23465,,No,CR-713/High Meadows Ave. from I-95 to CR-714/Martin Hwy,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design"," 7.2-Lighting 
 7.3-Signalization 
 9.1-Soil Exploration", GROUP 7-Traffic Operations Design,"$2,000,000.00",12/12/2022,12/26/2022 05:00 PM,01/17/2023,02/20/2023, Letter of Response and Interview, Standard Note 8 
04,23467,,No,SR-9/I-95 FROM SOUTH OF LINTON BLVD/CR-782 TO 6TH AVE SOUTH,2,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.2-Major Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 4.2.1-Major Bridge Design - Concrete 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$3,500,000.00",12/19/2022,01/04/2023 05:00 PM,01/23/2023,03/07/2023, Letter of Response and Oral Presentation, Standard Note 8 
04,23469,,No,CEI Services at SR-5/US-1 fr NE 17 Way to SE 7th St,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,182,586.00",01/30/2023,02/13/2023 05:00 PM,03/13/2023,04/03/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23471,,No,CEI Services for SR-7,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,,"$7,690,006.00",01/09/2023,01/23/2023 05:00 PM,02/06/2023,04/03/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
04,23473,,No,SR-9/I-95 at Oslo Road Interchange,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$9,528,218.00",12/05/2022,12/19/2022 05:00 PM,01/16/2023,02/06/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 10 "
04,23474,,No,SR-656/17th St East end of Bridge,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,638,858.00",12/27/2022,01/11/2023 05:00 PM,02/06/2023,02/27/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 10 "
04,23475,,No,CEI Services for Loxahatchee Rd to SR-7/US-441,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$2,316,124.00",12/12/2022,12/27/2022 05:00 PM,01/23/2023,02/14/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
05,23506,,No,CEI Group 228,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,500,000.00",09/26/2022,10/10/2022 05:00 PM,10/31/2022,11/14/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
05,23507,,No,CEI Group 236,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,700,000.00",01/30/2023,02/13/2023 05:00 PM,03/06/2023,03/20/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
05,23515,,No,CEI Group 226,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,315,000.00",08/01/2022,08/15/2022 05:00 PM,09/12/2022,09/26/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
05,23519, 44879413201,Yes,"SR-5 FROM MINNE LN TO THE VOLUSIA COUNTY LINE, BDI",1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing",,"$1,700,000.00",06/06/2022,06/20/2022 05:00 PM,07/11/2022,08/08/2022, Letter of Response and Interview, Standard Note 7 
05,23520, 43013213201,No,SR 35 (US 301) FROM CR 470 TO SR 44,1,Technically Prequalified & Unlimited Audit required," 3.2-Major Highway Design 
 4.1.2-Minor Bridge Design"," 3.1-Minor Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 9.5-Geotechnical Specialty Lab Testing 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 15-Landscape Architect","$6,100,000.00",06/13/2022,06/27/2022 05:00 PM,07/18/2022,08/15/2022, Letter of Response and Oral Presentation, Standard Note 8 
05,23521, 44879213201,No,SR-513 FROM SR-518 TO PATRICK AIR FORCE BASE,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$2,020,000.00",06/20/2022,07/05/2022 05:00 PM,07/25/2022,08/22/2022, Letter of Response and Interview, Standard Note 8 
05,23523," 42617916201 
 43759626201 
 44521216201 
 44521716201 
 44570116201 
 44892416201 
 45050616201",No,CEI Group 230,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,724,000.00",07/18/2022,08/01/2022 05:00 PM,08/22/2022,09/06/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
05,23524," 44569613201 
 44569623201",No,SR 438 Intersection Improv. fm Homestead Rd to Princeton St,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$1,441,000.00",07/11/2022,07/25/2022 05:00 PM,08/15/2022,09/12/2022, Letter of Response and Interview, Standard Note 8 
05,23526,,No,I-95 Interchange at Pioneer Trail (CEI Group 235),1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$3,300,000.00",01/03/2023,01/17/2023 05:00 PM,02/06/2023,02/20/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
05,23527, 44873513201,No,SR 500 FROM MILLS ST TO COLLEGE DR,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$1,408,750.00",08/15/2022,08/29/2022 05:00 PM,09/19/2022,10/24/2022, Letter of Response and Interview, Standard Note 8 
05,23528," 43713316201 
 43986416201 
 44520816201 
 44935916201",Yes,"CEI Group 223, BDI",1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,"$1,030,000.00",08/15/2022,08/29/2022 05:00 PM,09/19/2022,10/03/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
05,23529," 44897713201 
 44897723201",No,I-95 FROM SR514 (MALABAR RD) TO CONCRETE JOINT N OF SR519,1,Technically Prequalified & Unlimited Audit required, 3.3-Controlled Access Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$4,408,000.00",08/22/2022,09/06/2022 05:00 PM,09/19/2022,10/24/2022, Letter of Response and Interview, Standard Note 8 
05,23530,,No,Continuing Services Contracts 040,3,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$5,000,000.00",08/29/2022,09/13/2022 05:00 PM,10/03/2022,10/31/2022, Letter of Response and Interview, Standard Note 8 
05,23531,,No,Continuing Services Contracts 041,3,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$5,000,000.00",08/29/2022,09/13/2022 05:00 PM,10/03/2022,10/31/2022, Letter of Response and Interview, Standard Note 8 
05,23532,,No,Continuing Services Contracts 042,3,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$5,000,000.00",08/29/2022,09/13/2022 05:00 PM,10/03/2022,10/31/2022, Letter of Response and Interview, Standard Note 8 
05,23533," 44521813201 
 44863513201",No,SR 25 FROM AVENUE I TO THE ALACHUA COUNTY LINE,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 15-Landscape Architect","$2,238,335.00",09/06/2022,09/20/2022 05:00 PM,10/10/2022,11/07/2022, Letter of Response and Interview, Standard Note 8 
05,23534, 44529813201,Yes,"SR 50 FROM W OF SR520 TO E OF ST ANNE AVE, BDI",1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 6.1-Traffic Engineering Studies 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 15.0-Landscape Architect",,"$625,000.00",09/12/2022,09/26/2022 05:00 PM,10/17/2022,11/14/2022, Letter of Response and Interview, Standard Note 7 
05,23535,,No,CEI Group 224,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$3,023,000.00",09/12/2022,09/26/2022 05:00 PM,10/17/2022,10/31/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
05,23536," 43923416201 
 44114116201 
 44568816201 
 44760316201",Yes,"CEI Group 231, BDI",1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,"$2,567,000.00",09/19/2022,10/10/2022 05:00 PM,10/24/2022,11/07/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
05,23537, 24112413209,No,CSC for Structures Maintenance Engineering Services,1,Technically Prequalified & Unlimited Audit required, 4.4-Movable Span Bridge Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 5.1-Conventional Bridge Inspection 
 5.2-Movable Bridge Inspection 
 5.3-Complex Bridge Inspection 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection","$5,000,000.00",10/10/2022,10/24/2022 05:00 PM,11/14/2022,12/12/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
05,23538,,Yes,"CSC for Roadway Design 043, BDI",1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect",,"$3,000,000.00",10/17/2022,10/31/2022 05:00 PM,11/21/2022,12/19/2022, Letter of Response and Interview, Standard Note 7 
05,23539, 44521623201,No,SR 5 From N of Palm Coast Pkwy to St Johns County Line,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design," 4.1.1-Miscellaneous Structures 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges","$1,026,250.00",10/10/2022,10/24/2022 05:00 PM,11/14/2022,12/12/2022, Letter of Response and Interview, Standard Note 8 
05,23540, 43856216201,No,CEI Group 229,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection," 8.2-Design, Right of Way, Construction Surveying 
 10.3-Construction Materials Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,261,575.00",10/17/2022,10/31/2022 05:00 PM,11/21/2022,12/05/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
05,23541, 44879613201,No,SR-15/SR-500 FROM CR-532 TO ARTHUR J GALLAGHER,1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design,, GROUP 3-Highway Design - Roadway,"$1,082,000.00",12/05/2022,12/19/2022 05:00 PM,01/09/2023,02/06/2023, Letter of Response and Oral Presentation, Standard Note 8 
05,23542, 44876413201,Yes,"SR 530 / US 192 FROM SR 25 / US 27 TO ORANGE COUNTY LINE, BD",1,Technically Prequalified & Unlimited Audit required, 3.1-Minor Highway Design,,,"$935,000.00",12/19/2022,01/04/2023 05:00 PM,01/23/2023,02/20/2023, Letter of Response and Interview, Standard Note 7 
05,23543,,No,CEI Group 232,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.5.1-Major Bridge CEI - Concrete"," 8.2-Design, Right of Way, Construction Surveying 
 10.4-Minor Bridge & Miscellaneous Structures CEI 
 10.5.2-Major Bridge CEI - Steel"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,400,000.00",01/17/2023,01/31/2023 05:00 PM,02/20/2023,03/20/2023, Letter of Response and Interview," Standard Note 8  
 Standard Note 10 "
05,23544, 42894713201,No,SR 40 FROM BREAKAWAY TRAIL TO WILLIAMSON BLVD,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design,, GROUP 3-Highway Design - Roadway,"$3,000,000.00",12/26/2022,01/11/2023 05:00 PM,01/30/2023,02/27/2023, Letter of Response and Oral Presentation, Standard Note 8 
05,23545,,No,DISTRICTWIDE SAFETY PROGRAM STUDIES AND DESIGN,2,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 6.1-Traffic Engineering Studies"," 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.3-Highway Materials Testing 
 9.4.1-Standard Foundation Studies", GROUP 3-Highway Design - Roadway,"$1,500,000.00",01/09/2023,01/24/2023 05:00 PM,02/13/2023,03/13/2023, Letter of Response and Oral Presentation, Standard Note 8 
05,23547,,No,I-4 at SR 535; SR 536 to Darryl Carter Pkwy (CEI Group 234),1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.5.1-Major Bridge CEI - Concrete"," 8.2-Design, Right of Way, Construction Surveying 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 10.3-Construction Materials Inspection 
 10.5.2-Major Bridge CEI - Steel"," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,200,000.00",01/03/2023,01/17/2023 05:00 PM,02/06/2023,03/06/2023, Letter of Response and Interview," Standard Note 8  
 Standard Note 10 "
