OBJECTID,CONTROL_SECT_JOB,DISTRICT_NUMBER,COUNTY_NUMBER,HIGHWAY_NUMBER,PROJ_CLASS,TYPE_OF_WORK,LIMITS_FROM,LIMITS_TO,LAYMAN_DESCRIPTION1,LAYMAN_DESCRIPTION2,BEG_MILE_POINT,END_MILE_POINT,PRIORITY_CODE,DIST_LET_DATE,LET_SCH_1,LET_SCH_2,TRUNK_SYS_FLAG,FREIGHT,ENERGY,PROJ_LENGTH,RAIL_COORDINATION,ACTUAL_LET_DATE,CONTROL_SECTION,DISTRICT_NAME,COUNTY_NAME,PT_TOP100,NBR_LET_YEAR,NBR_LET_MONTH,NBR_TOTAL_MONTHS,FC,OFFCS,PT_PHASE,LOC_ERROR,TPP_WORK_PROGRAM,PRJ_TIER,PRJ_UTP,SHAPE_Length
14739,091500238,15,15,VA,TCD,TRAFFIC CONTROL DEVICES,DISTRICTWIDE GUIDE SIGNS FY 2022,.,PURCHASE AND INSTALL SIGNS & EQUIP,,,,C,2205,2022,,N,,,0.001,N,2205,091500,San Antonio,Bexar,0,2022,5,24269,19,915,Construction underway or begins soon,INVALID LOCATION MEASURE,2201,NA,,0
14740,016901020,4,188,US 60,SC,SEAL COAT,US 87,1.663 MI EAST OF US 87,SEAL COAT,,0.001,1.654,C,2311,,,N,,,1.653,N,,016901,Amarillo,Potter,0,2023,11,24287,19,169,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0292116710257843
14741,029504051,8,208,US 180,BMN,BRIDGE MAINTENANCE,S FORK OF DEEP CREEK,.,BRIDGE MAINTENANCE,,14.009,14.057,C,2208,2022,LA,N,,Y,,N,2208,029504,Abilene,Scurry,0,2022,8,24272,19,295,Construction underway or begins soon,NO ERROR,2206,NA,,0.00080582726214609
14742,011301043,14,87,US 290,OV,OVERLAY,N WASHINGTON ST,CRISTOL DRIVE,RESURFACE ROADWAY,,0,1.266,C,2412,2025,,Y,,,,N,,011301,Austin,Gillespie,0,2024,12,24300,19,113,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0197770218384551
14743,003904130,21,109,BU 83-S,SFT,SAFETY IMPROVEMENT PROJECTS,@VICTORIA RD.,.,HAZARD ELIMINATION & SAFETY,,9.664,9.864,C,2206,2022,LA,N,,,,N,2206,003904,Pharr,Hidalgo,0,2022,6,24270,19,39,Construction underway or begins soon,NO ERROR,2208,NA,,0.00320242248358804
14744,019601115,18,61,IH 35E,SFT,SAFETY IMPROVEMENT PROJECTS,0.4 MILES SOUTH OF CORINTH PKWY,US 77,RESURFACE ROADWAY,,12.636,17.18,C,2201,2022,LA,N,,,4.544,N,2201,019601,Dallas,Denton,0,2022,1,24265,19,196,Construction underway or begins soon,NO ERROR,2208,NA,,0.0730522194890011
14745,278201012,20,229,FM 1632,SC,SEAL COAT,"FM 256, EAST",US 69,SEAL COAT,,10,15.169,P,3501,,,N,,Y,5.169,N,,278201,Beaumont,Tyler,0,2035,1,24421,19,2782,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0820197008786458
14746,139701034,18,130,FM 1836,SC,SEAL COAT,SH 34,FM 90,SEAL COAT,,0,15.571,C,2210,2023,,N,,,15.169,N,2210,139701,Dallas,Kaufman,0,2022,10,24274,19,1397,Construction begins within 4 years,NO ERROR,2301,NA,1,0.254721444535014
14747,016702080,24,72,BU 54-A,SFT,SAFETY IMPROVEMENT PROJECTS,AT TITANIC AVE,.,HAZARD ELIMINATION & SAFETY,,9.92,9.92,C,2309,2024,,N,,,,N,,016702,El Paso,El Paso,0,2023,9,24285,19,167,Construction begins within 4 years,ZERO LENGTH EXTENT,2408,NA,1,0
14748,091272616,12,102,CS,RER,REHABILITATION OF EXISTING ROAD,"SHEPHERD/DURHAM, FROM W. 15TH STREET", IH 10 WB FR,INFRASTRUCTURE IMPROVEMENTS,,33.04,34.416,C,2309,2024,,N,,,,N,,091272,Houston,Harris,0,2023,9,24285,19,912,Construction begins within 4 years,ROUTE NOT FOUND,LOCAL,NA,1,0
14749,112701012,6,2,SH 128,RER,REHABILITATION OF EXISTING ROAD,NEW MEXICO STATE LINE,SH 115,HIGHWAY IMPROVEMENT,,1,14.783,C,2301,2023,,N,,Y,,N,,112701,Odessa,Andrews,0,2023,1,24277,19,1127,Construction begins within 4 years,NO ERROR,2301,NA,1,0.23407418178269
14750,005301132,5,152,US 84,SFT,SAFETY IMPROVEMENT PROJECTS,0.2 MI EAST OF FM 835,0.2 MI WEST OF FM 835,HAZARD ELIMINATION & SAFETY,,25.854,25.994,,2305,2023,,Y,,Y,0.14,N,0,005301,Lubbock,Lubbock,0,2023,5,24281,19,53,Construction begins within 4 years,NO ERROR,2308,NA,1,0.00231173069192348
14751,067101004,13,121,FM 3280,SC,SEAL COAT,SH 35,CALHOUN C/L,SEAL COAT,,5,7.999,C,2211,2023,,N,,,2.999,N,,067101,Yoakum,Jackson,0,2022,11,24275,19,671,Construction begins within 4 years,NO ERROR,2301,NA,1,0.0436103304401945
14752,085004031,15,247,FM 775,SC,SEAL COAT,US 87,FM 3432,RESURFACE ROADWAY,,1.008,6.285,,2310,2024,,N,,Y,5.273,N,,085004,San Antonio,Wilson,0,2023,10,24286,19,850,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0821266006285299
14753,091008081,10,1,VA,SFT,SAFETY IMPROVEMENT PROJECTS,VARIOUS LOCATIONS IN,ANDERSON CO,HAZARD ELIMINATION & SAFETY,,,,C,2205,2022,LA,,,,,N,2205,091008,Tyler,Anderson,0,2022,5,24269,19,910,Construction underway or begins soon,INVALID LOCATION MEASURE,2208,NA,,0
14754,006303069,19,183,US 59,BMN,BRIDGE MAINTENANCE,AT MARTIN CREEK (SB),.,BRIDGE MAINTENANCE,,5.504,5.608,,2109,2022,LA,Y,,Y,0.104,N,2109,006303,Atlanta,Panola,0,2021,9,24261,19,63,Construction underway or begins soon,NO ERROR,2206,NA,,0.00151832113238387
14755,057501010,14,28,PR 10,SC,SEAL COAT,FM 20,.,PREVENTIVE MAINTENANCE,,1,2.167,C,2309,2024,,N,,Y,,N,,057501,Austin,Caldwell,0,2023,9,24285,19,575,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0182830611811939
14756,090724052,7,226,CS,PED,"PEDESTRIAN, SIDEWALKS & CURB RAMPS",IRVING STREET,MAGDELEN STREET,OFF SYSTEM SIGNAL SYSTEM UPGRADES,,0.641,0.984,C,2308,2023,,N,,,,N,,090724,San Angelo,Tom Green,0,2023,8,24284,19,907,Construction begins within 4 years,ROUTE NOT FOUND,2311,NA,1,0
14757,020501045,17,198,US 79,SFT,SAFETY IMPROVEMENT PROJECTS,0.5 MI W OF HARLESS LANE,0.5 MI E OF HARLESS LANE,INSTALL ILLUMINATION,,5.137,6.136,C,2304,2023,,Y,,,,N,,020501,Bryan,Robertson,0,2023,4,24280,19,205,Construction begins within 4 years,NO ERROR,2308,NA,1,0.0150815766082724
14758,090506119,5,152,CR,PED,"PEDESTRIAN, SIDEWALKS & CURB RAMPS",WOODROW RD.- FM 1730 (SLIDE RD),INDIANA AVE,BICYCLE AND PEDESTRIAN IMPROVEMENTS,,9.003,10.922,C,2608,2026,,N,,,1.919,N,,090506,Lubbock,Lubbock,0,2026,8,24320,19,905,Construction begins within 4 years,ROUTE NOT FOUND,2609,NA,1,0
14759,105101059,18,71,FM 664,SFT,SAFETY IMPROVEMENT PROJECTS,FM 1387,MARSHALL RD,HAZARD ELIMINATION & SAFETY,,3.476,7.406,C,2307,2023,,N,,,3.929,N,,105101,Dallas,Ellis,0,2023,7,24283,19,1051,Construction begins within 4 years,NO ERROR,2308,NA,1,0.0594399822700909
14761,049508136,19,103,IH 20,SFT,SAFETY IMPROVEMENT PROJECTS,GREGG COUNTY LINE,0.5 MI. W. OF SH 43,HAZARD ELIMINATION & SAFETY,,0,16.815,,2111,2022,LA,Y,,,16.814,N,2111,049508,Atlanta,Harrison,0,2021,11,24263,19,495,Construction underway or begins soon,NO ERROR,2208,NA,,0.287208508453629
14762,001806214,22,240,BI 35-A,OV,OVERLAY,US 83 (NB),INTERNATIONAL BRIDGE,RESURFACE ROADWAY,,20.065,20.627,D,2702,2027,,N,,Y,0.562,N,,001806,Laredo,Webb,0,2027,2,24326,19,18,Construction begins in 5 to 10 years,PARTIAL MATCH FOR THE TO-MEASURE,2701,NA,1,0.00785170692291395
14763,084902053,15,163,FM 471,SC,SEAL COAT,FM 1283,US 90,RESURFACE ROADWAY,,0.885,16.304,C,2410,,,N,,,15.418,N,,084902,San Antonio,Medina,0,2024,10,24298,19,849,Construction begins within 4 years,NO ERROR,2501,NA,1,0.234664693178138
14764,003402048,8,221,US 83,PE,PRELIMINARY ENGINEERING,US 84,RUNNELS COUNTY LINE,ENGINEERING DESIGN/STUDY,,1.5,15.699,,2609,,,Y,,Y,,N,,003402,Abilene,Taylor,0,2026,9,24321,19,34,Construction begins in 5 to 10 years,NO ERROR,,NA,1,0.223696231739213
14765,092102488,21,109,CR,SFT,SAFETY IMPROVEMENT PROJECTS,MILE 6 W RD.,@ MILE 12 RD.,HAZARD ELIMINATION & SAFETY,,4.257,4.257,C,2307,2023,,N,,,,N,,092102,Pharr,Hidalgo,0,2023,7,24283,19,921,Construction begins within 4 years,ROUTE NOT FOUND,2308,NA,1,0
14766,022901048,6,69,US 385,SFT,SAFETY IMPROVEMENT PROJECTS,AT VALENCIA,.,HAZARD ELIMINATION & SAFETY,,9.175,9.475,C,2206,2022,LA,Y,,Y,,N,2206,022901,Odessa,Ector,0,2022,6,24270,19,229,Construction underway or begins soon,NO ERROR,2208,NA,,0.00441697899526852
14767,224601010,21,245,FM 507,SC,SEAL COAT,FM 498,FM 1018,PREVENTIVE MAINTENANCE,,0,3.065,C,2409,,,N,,,,N,,224601,Pharr,Willacy,0,2024,9,24297,19,2246,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0444607038770665
14768,009101057,1,92,SH 289,SC,SEAL COAT,FM 120,SH 56,PREVENTIVE MAINTENANCE,,10.772,20.987,C,2212,2023,,N,,,,N,,009101,Paris,Grayson,0,2022,12,24276,19,91,Construction begins within 4 years,NO ERROR,2301,NA,1,0.149854358031111
14771,184401029,12,102,FM 1959,SFT,SAFETY IMPROVEMENT PROJECTS,IH 45,SH 3,HAZARD ELIMINATION & SAFETY,,10.193,11.268,C,2408,2024,,N,,,1.067,N,,184401,Houston,Harris,0,2024,8,24296,19,1844,Construction begins within 4 years,NO ERROR,2408,NA,1,0.0161160132670205
14772,044106038,6,195,IH 10,BMN,BRIDGE MAINTENANCE,HOEFS RD,.,BRIDGE MAINTENANCE,,1.878,2.352,C,2206,2022,LA,Y,,Y,,N,2206,044106,Odessa,Reeves,0,2022,6,24270,19,441,Construction underway or begins soon,NO ERROR,2206,NA,,0.00790691681310147
14773,002509086,15,15,FM 78,SFT,SAFETY IMPROVEMENT PROJECTS,0.1 MI WEST OF BEECH TRAIL,0.1 MI EAST OF BEECH TRAIL,HAZARD ELIMINATION & SAFETY,,14.923,15.053,C,2206,2022,LA,N,,,0.129,N,2206,002509,San Antonio,Bexar,0,2022,6,24270,19,25,Construction underway or begins soon,NO ERROR,2208,NA,,0.00209506519719535
14774,186102026,4,91,RM 1321,BMN,BRIDGE MAINTENANCE,AT N FORK RED RIVER,.,BRIDGE MAINTENANCE,,11.567,11.976,,2203,2022,LA,N,,Y,0.409,N,2203,186102,Amarillo,Gray,0,2022,3,24267,19,1861,Construction underway or begins soon,NO ERROR,2206,NA,,0.00597509594366093
14775,039105021,3,39,SH 148,SFT,SAFETY IMPROVEMENT PROJECTS,RUSSELL CREEK,FM 173,HAZARD ELIMINATION & SAFETY,,13.565,16.983,C,2206,2022,LA,N,,Y,,N,2206,039105,Wichita Falls,Clay,0,2022,6,24270,19,391,Construction underway or begins soon,NO ERROR,2208,NA,,0.0496622790117792
14776,092400156,24,72,VA,LSE,LANDSCAPE & SCENIC ENHANCEMENT,DISTRICTWIDE,.,LANDSCAPE DEVELOPMENT,,,,C,2406,2024,,,,,,N,,092400,El Paso,El Paso,0,2024,6,24294,19,924,Construction begins within 4 years,INVALID LOCATION MEASURE,2410GR,NA,1,0
14777,143702018,15,247,FM 1346,SC,SEAL COAT,WILSON/BEXAR CL,US 87,RESURFACE ROADWAY,,9.917,13.514,C,2410,,,N,,Y,3.596,N,,143702,San Antonio,Wilson,0,2024,10,24298,19,1437,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0580871655371232
14778,127901038,22,254,FM 1025,SC,SEAL COAT,US 0083,FM 117,SEAL COAT,,0,19.56,C,2309,2024,,N,,Y,19.56,N,,127901,Laredo,Zavala,0,2023,9,24285,19,1279,Construction begins within 4 years,NO ERROR,2401,NA,1,0.310363458029103
14779,177802013,23,68,FM 1864,SC,SEAL COAT,CALLAHAN C/L,FM 569,PREVENTIVE MAINTENANCE,,0.005,4.798,C,2211,2023,,N,,Y,4.792,N,,177802,Brownwood,Eastland,0,2022,11,24275,19,1778,Construction begins within 4 years,NO ERROR,2301,NA,1,0.0802552254527671
14780,044107076,6,186,IH 10,BMN,BRIDGE MAINTENANCE,AT RILEY/BRADEN RD,.,BRIDGE MAINTENANCE,,16.438,16.517,C,2206,2022,LA,Y,,Y,,N,2206,044107,Odessa,Pecos,0,2022,6,24270,19,441,Construction underway or begins soon,NO ERROR,2206,NA,,0.00131605613946754
14781,101904031,19,230,FM 556,SC,SEAL COAT,CAMP C/L,FM 2088,SEAL COAT,,0,3.515,C,2310,2024,,N,,Y,3.515,N,,101904,Atlanta,Upshur,0,2023,10,24286,19,1019,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0537417529482869
14782,017111003,17,154,SL 1853,NNF,NEW LOCATION NON-FREEWAY,SH 90,0.1 MI E OF IH 45,NEW ARTERIAL,,1.511,5.2,C,2505,,,N,,,,N,,017111,Bryan,Madison,0,2025,5,24305,19,171,Construction begins within 4 years,ROUTE NOT FOUND,2501,NA,1,0
14783,027801062,19,34,SH 77,SFT,SAFETY IMPROVEMENT PROJECTS,0.5 MI W OF SH 43,0.5 MI E OF SH 43,HAZARD ELIMINATION & SAFETY,,0.135,1.135,C,2301,2023,,Y,,,1,N,,027801,Atlanta,Cass,0,2023,1,24277,19,278,Construction begins within 4 years,NO ERROR,2308,NA,1,0.0168520123687062
14784,031805027,8,77,FM 611,SFT,SAFETY IMPROVEMENT PROJECTS,0.643 MI E OF FM 3205,0.663 MI N OF CR 345,INSTALL/REPLACE SIGNS,,8.579,9.478,C,2402,2024,,N,,Y,,N,,031805,Abilene,Fisher,0,2024,2,24290,19,318,Construction begins within 4 years,NO ERROR,2408,NA,1,0.0145234230784411
14785,069703032,18,130,FM 429,SC,SEAL COAT,IH 20,SH 243,SEAL COAT,,6.043,15.57,C,2210,2023,,N,,,9.527,N,2210,069703,Dallas,Kaufman,0,2022,10,24274,19,697,Construction begins within 4 years,NO ERROR,2301,NA,1,0.147462343252738
14787,090402048,4,188,VA,BMN,BRIDGE MAINTENANCE,VARIOUS LOCATIONS ON IH 40,.,BRIDGE MAINTENANCE,,,,,3404,,,,,,,N,,090402,Amarillo,Potter,0,2034,4,24412,19,904,"Corridor Studies, construction in 10+ years",INVALID LOCATION MEASURE,2306,NA,,0
14788,092102490,21,109,CS,SFT,SAFETY IMPROVEMENT PROJECTS,RAMSEYER RD.,KENYON RD.,HAZARD ELIMINATION & SAFETY,,0.755,0.755,C,2307,2023,,N,,,,N,,092102,Pharr,Hidalgo,0,2023,7,24283,19,921,Construction begins within 4 years,ROUTE NOT FOUND,2308,NA,1,0
14789,091628085,16,205,CR,TCD,TRAFFIC CONTROL DEVICES,ON CR 37 500FT N OF CR798(CR26),500FT S OF CR798(CR26),TRAFFIC SIGNAL IMPROVEMENTS,,2.772,2.772,C,2208,2022,LA,N,,,,N,2208,091628,Corpus Christi,San Patricio,0,2022,8,24272,19,916,Construction underway or begins soon,ROUTE NOT FOUND,2208,NA,,0
14790,287101016,9,50,FM 215,SC,SEAL COAT,BOSQUE C/L,SH 36,SEAL COAT,,1,12.878,C,2309,2024,,N,,Y,11.878,,,287101,Waco,Coryell,0,2023,9,24285,19,2871,Construction begins within 4 years,NO ERROR,2401,NA,1,0.185474280777148
14791,271001019,15,95,FM 725,SFT,SAFETY IMPROVEMENT PROJECTS,0.1 MI EAST OF ELM CREEK RD,0.1 MI WEST OF ELM CREEK RD,HAZARD ELIMINATION & SAFETY,,4.144,4.344,C,2303,2023,,N,,,0.2,N,,271001,San Antonio,Guadalupe,0,2023,3,24279,19,2710,Construction begins within 4 years,NO ERROR,2308,NA,1,0.00303232202205877
14792,090922188,9,161,CS,SFT,SAFETY IMPROVEMENT PROJECTS,0.1 MILE N OF PARK LAKE DRIVE,0.1 MILE S OF PARK LAKE DRIVE,HAZARD ELIMINATION & SAFETY,,0.322,0.527,C,2206,2022,LA,N,,,0,N,2206,090922,Waco,McLennan,0,2022,6,24270,19,909,Construction underway or begins soon,ROUTE NOT FOUND,2208,NA,,0
14793,042106023,15,10,SH 173,SC,SEAL COAT,BANDERA/KERR CL,FM 3240 IN BANDERA,RESURFACE ROADWAY,,0.012,10.982,,2310,2024,,N,,,10.969,N,,042106,San Antonio,Bandera,0,2023,10,24286,19,421,Construction begins within 4 years,NO ERROR,2401,NA,1,0.165849044658828
14794,091500237,15,15,VA,TCD,TRAFFIC CONTROL DEVICES,DISTRICTWIDE TRAFFIC CONTROL FY 2022,PROJECT 2,TRAFFIC SIGNAL IMPROVEMENTS,,,,C,2205,2022,,N,,,0.001,N,2205,091500,San Antonio,Bexar,0,2022,5,24269,19,915,Construction underway or begins soon,INVALID LOCATION MEASURE,2201,NA,,0
14795,079005035,4,99,SH 15,SC,SEAL COAT,SHERMAN COUNTY LINE,SH 136 IN GRUVER,SEAL COAT,,1,14.449,C,2411,,,N,,,13.448,N,,079005,Amarillo,Hansford,0,2024,11,24299,19,790,Construction begins within 4 years,NO ERROR,2401,NA,1,0.233845216256288
14796,005411015,23,167,SL 15,SC,SEAL COAT,US 84,US 183,PREVENTIVE MAINTENANCE,,0,0.542,,2111,2022,LA,N,,Y,0.546,N,2111,005411,Brownwood,Mills,0,2021,11,24263,19,54,Construction underway or begins soon,NO ERROR,2201,NA,,0.00881241773495421
14797,120001028,14,246,FM 1660,SC,SEAL COAT,FM 973,SH 95,SEAL COAT,,7.821,11.16,C,2409,2025,,N,,,,N,,120001,Austin,Williamson,0,2024,9,24297,19,1200,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0555785143209832
14798,209101012,6,156,FM 2212,SC,SEAL COAT,FM 26,HOWARD COUNTY LINE,SEAL COAT,,0.047,2.9,,2109,2022,LA,N,,Y,1,N,2109,209101,Odessa,Martin,0,2021,9,24261,19,2091,Construction underway or begins soon,NO ERROR,2201,NA,,0.0484336103825074
14799,025808038,9,161,SH 6,SFT,SAFETY IMPROVEMENT PROJECTS,.5 MI N OF BAYLOR CAMP RD,.5 MI S OF BAYLOR CAMP RD,HAZARD ELIMINATION & SAFETY,,8.573,9.094,C,2304,2023,,Y,,,0.521,N,,025808,Waco,McLennan,0,2023,4,24280,19,258,Construction begins within 4 years,NO ERROR,2308,NA,1,0.00867715227472199
14800,074805045,15,7,FM 140,SC,SEAL COAT,CR 343,LA PARITA CREEK,RESURFACE ROADWAY,,10.056,23.759,C,2410,,,N,,Y,13.579,N,,074805,San Antonio,Atascosa,0,2024,10,24298,19,748,Construction begins within 4 years,PARTIAL MATCH FOR THE TO-MEASURE,2501,NA,1,0.219936181241741
14802,044302022,18,130,SH 198,SC,SEAL COAT,VAN ZANDT COUNTY LINE,US 175,SEAL COAT,,1,2.729,,2510,2026,,N,,,1.729,N,,044302,Dallas,Kaufman,0,2025,10,24310,19,443,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0275155457799794
14803,000102075,24,72,SH 20,SFT,SAFETY IMPROVEMENT PROJECTS,COLONY COVE CT,.,HAZARD ELIMINATION & SAFETY,,12.664,12.664,C,2303,2023,,N,,,,N,,000102,El Paso,El Paso,0,2023,3,24279,19,1,Construction begins within 4 years,ZERO LENGTH EXTENT,2308,NA,1,0
14805,159601009,23,25,FM 218,SC,SEAL COAT,US 84/183,MILLS C/L,PREVENTIVE MAINTENANCE,,1,2.809,,2311,2024,,N,,Y,1.809,N,,159601,Brownwood,Brown,0,2023,11,24287,19,1596,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0305313420362504
14807,027701033,19,172,SH 77,SC,SEAL COAT,US 259,CASS C/L,SEAL COAT,,0,5.992,C,2210,2023,LA,N,,,5.992,N,2210,027701,Atlanta,Morris,0,2022,10,24274,19,277,Construction underway or begins soon,NO ERROR,2301,NA,1,0.10062087002766
14808,000704138,23,68,IH 20,BCF,BORDER CROSSING FACILITY,11/03 11:04 PM,11/03 11:04 PM,ACOUSTIC MONITORING SYSTEM,,22.966,23.196,,4511,,,Y,,Y,0,N,,000704,Brownwood,Eastland,0,2045,11,24551,19,7,"Corridor Studies, construction in 10+ years",NO ERROR,17P102,NA,,0.0037416144194139
14810,107301021,14,11,FM 696,OV,OVERLAY,US 290,MUNDINE ROAD,PREVENTIVE MAINTENANCE,,0.018,2.784,C,2410,2025,,N,,,,N,,107301,Austin,Bastrop,0,2024,10,24298,19,1073,Construction begins within 4 years,NO ERROR,2501,NA,1,0.0424519190533913
14811,092102492,21,109,CR,BR,BRIDGE REPLACEMENT,"MILE 1 WEST RD., NBI #: 211090AA0824001",@ MAIN SUPPLY CHANNEL,BRIDGE REPLACEMENT,,5.803,5.803,C,2501,,,N,,,,N,,092102,Pharr,Hidalgo,0,2025,1,24301,19,921,Construction begins within 4 years,ROUTE NOT FOUND,2506,NA,1,0
14812,011410100,17,239,US 290,SFT,SAFETY IMPROVEMENT PROJECTS,0.1 MI W OF WONDER HILL ROAD,0.1 MI E OF WONDER HILL ROAD,INSTALL ILLUMINATION,,21.044,21.244,C,2206,2022,LA,Y,,,,N,2206,011410,Bryan,Washington,0,2022,6,24270,19,114,Construction underway or begins soon,NO ERROR,2208,NA,,0.0032666881233183
14813,104703076,18,57,FM 1382,SFT,SAFETY IMPROVEMENT PROJECTS,700' NORTH OF CAMP WISDOM RD,400' SOUTH OF W SPINE RD,HAZARD ELIMINATION & SAFETY,,6.834,9.728,C,2302,2023,,N,,,4.144,N,,104703,Dallas,Dallas,0,2023,2,24278,19,1047,Construction begins within 4 years,NO ERROR,2308,NA,1,0.0427364818614259
14814,280702015,9,147,FM 2749,SC,SEAL COAT,SH 7,FM 1246,SEAL COAT,,0,9.693,C,2509,2026,,N,,,9.693,,,280702,Waco,Limestone,0,2025,9,24309,19,2807,Construction begins within 4 years,NO ERROR,2601,NA,1,0.14547725664174
14815,197301019,18,43,FM 1461,SC,SEAL COAT,SH 289,CR 166,SEAL COAT,,1.021,6.948,C,2210,2023,,N,,,5.927,N,2210,197301,Dallas,Collin,0,2022,10,24274,19,1973,Construction begins within 4 years,NO ERROR,2301,NA,1,0.102487542567943
14816,003706108,22,64,US 83,SC,SEAL COAT,ASHERTON (SOUTH) CITY LIMIT,1.641 MI NORTH OF FM 133,SEAL COAT,,16.28,27.745,,2109,2022,LA,Y,,Y,11.465,N,2109,003706,Laredo,Dimmit,0,2021,9,24261,19,37,Construction underway or begins soon,NO ERROR,2201,NA,,0.181219086801912
14817,004518046,1,92,US 82,SFT,SAFETY IMPROVEMENT PROJECTS,COOKE COUNTY LINE,FM 1417,HAZARD ELIMINATION & SAFETY,,0,17.705,C,2211,2023,LA,Y,,,17.73,N,,004518,Paris,Grayson,0,2022,11,24275,19,45,Construction begins within 4 years,NO ERROR,2308,NA,1,0.305789485499306
14818,032806031,15,7,SH 97,SC,SEAL COAT,MCMULLEN/ATASCOSA CL,FM140,RESURFACE ROADWAY,,1.002,16.382,,2310,2024,,N,,Y,15.38,N,,032806,San Antonio,Atascosa,0,2023,10,24286,19,328,Construction begins within 4 years,NO ERROR,2401,NA,1,0.22814289567977
14819,055810042,7,53,US 190,IOI,INTERSECTION & OPERATIONAL IMPRV,AT SH 137 EAST,-,INTERSECTION IMPROVEMENT,,15.274,15.475,C,2301,2023,,N,,Y,,N,,055810,San Angelo,Crockett,0,2023,1,24277,19,558,Construction begins within 4 years,NO ERROR,2308,NA,1,0.00338988469256728
14820,086802010,23,206,FM 502,SC,SEAL COAT,MCCULLOCH C/L,FM 45,PREVENTIVE MAINTENANCE,,0.017,10.666,C,2211,2023,,N,,Y,10.649,N,,086802,Brownwood,San Saba,0,2022,11,24275,19,868,Construction begins within 4 years,NO ERROR,2301,NA,1,0.174703237156604
14821,092102489,21,109,CS,SFT,SAFETY IMPROVEMENT PROJECTS,M RD.,17 1/2 N. RD.,HAZARD ELIMINATION & SAFETY,,,,C,2307,2023,,N,,,,N,,092102,Pharr,Hidalgo,0,2023,7,24283,19,921,Construction begins within 4 years,INVALID LOCATION MEASURE,2308,NA,1,0
14823,029109131,15,15,SH 16,SFT,SAFETY IMPROVEMENT PROJECTS,0.2 MI EAST OF HELOTES RDG,1.14 MI NORTH OF FM 1560,HAZARD ELIMINATION & SAFETY,,4.435,10.626,C,2204,2022,LA,N,,,6.191,N,2204,029109,San Antonio,Bexar,0,2022,4,24268,19,291,Construction underway or begins soon,NO ERROR,2208,NA,,0.0974502092117526
14824,017208102,18,71,US 287,SFT,SAFETY IMPROVEMENT PROJECTS,SOUTH  OF OLD HIGHWAY 287,IH 45,HAZARD ELIMINATION & SAFETY,,0,3.919,,2201,2022,LA,N,,,8.277,N,2201,017208,Dallas,Ellis,0,2022,1,24265,19,172,Construction underway or begins soon,NO ERROR,2208,NA,,0.0668877101662917
14825,129301024,3,252,FM 1287,SFT,SAFETY IMPROVEMENT PROJECTS,BRAZOS RIVER BRIDGE,0.81 MI SOUTH OF BERRY LN,HAZARD ELIMINATION & SAFETY,,1.271,3.872,C,2407,2024,,N,,Y,,N,,129301,Wichita Falls,Young,0,2024,7,24295,19,1293,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0391657140344664
14826,101301040,18,43,FM 546,NNF,NEW LOCATION NON-FREEWAY,AIRPORT ROAD,COUNTY RD 393,CONSTRUCT NEW ROADWAY LANES,,2.982,6.532,P,4001,,,N,,,,N,,101301,Dallas,Collin,0,2040,1,24481,19,1013,"Corridor Studies, construction in 10+ years",NO ERROR,,NA,,0.0585831696960219
14827,154301007,15,95,FM 1620,SC,SEAL COAT,FM 78,FM 464,RESURFACE ROADWAY,,5,6.411,,2310,2024,,N,,,1.411,N,,154301,San Antonio,Guadalupe,0,2023,10,24286,19,1543,Construction begins within 4 years,NO ERROR,2401,NA,1,0.0205342043630594
14828,028601063,14,106,SH 21,PED,"PEDESTRIAN, SIDEWALKS & CURB RAMPS",IH 35 SOUTH BOUND FRONTAGE,RIVER RD,BICYCLE AND PEDESTRIAN IMPROVEMENTS,,30.84,31.446,C,2301,2023,,N,,,,N,,028601,Austin,Hays,0,2023,1,24277,19,286,Construction begins within 4 years,NO ERROR,2310CR,NA,1,0.00995677047467603
14829,091847351,18,57,CS,SFT,SAFETY IMPROVEMENT PROJECTS,AT OATES DR.,IN THE CITY OF DALLAS,TRAFFIC SIGNAL IMPROVEMENTS,,0.777,0.967,C,2404,2024,,N,,,,N,,091847,Dallas,Dallas,0,2024,4,24292,19,918,Construction begins within 4 years,ROUTE NOT FOUND,2408,NA,1,0
14830,137401016,9,110,FM 1243,SC,SEAL COAT,US 77,SH 22,SEAL COAT,,0,4.417,C,2509,2026,,N,,Y,4.417,,,137401,Waco,Hill,0,2025,9,24309,19,1374,Construction begins within 4 years,NO ERROR,2601,NA,1,0.0676608073987294
