doc_id,notice_status,cpv_code,country_iso,town_iso,project_name,title,notice_publication_number,publication_date,oj_s__issue_number,town_city_of_the_buyer,Official name of the buyer,original_language,country_of_the_buyer,type_of_buyer,eu_institution_agency,document_sent,type_of_contract,type_of_procedure,notice_type,regulation,type_of_bid,award_criteria,common_procurement_vocabulary_(cpv),place_of_performance_(nuts),internet_address_(url),legal_basis,deadline_date,document_id_1,publication_date_1,deadline_1,document_1,authority_Name_1,document_id_2,publication_date_2,deadline_2,document_2,authority_Name_2,document_id_3,publication_date_3,deadline_3,document_3,authority_Name_3,document_id_4,publication_date_4,deadline_4,document_4,authority_Name_4,country_alpha,country_mfn,currency_code,converted_amount_usd
523951-2021,Active,,France,Les Anses-d'Arlet,Engineering services,France-Les Anses-d'Arlet: Engineering services,523951-2021,15/10/2021,201,LES ANSES-D'ARLET,ville d'anses d'arlet,FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71300000 - Engineering services,FRY2,http://www.marches-securises.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523946-2021,Active,,France,Tournon-sur-Rhône,Processing and clearing services,France-Tournon-sur-Rhône: Processing and clearing services,523946-2021,15/10/2021,201,TOURNON-SUR-RHÔNE,tournon sur rhone (21070324500014),FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,30199770 - Luncheon vouchers66133000 - Processing and clearing services,FRK22,http://www.ville-tournon.com,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523944-2021,Active,,France,Nîmes,Surveillance services,France-Nîmes: Surveillance services,523944-2021,15/10/2021,201,NÎMES,spl culture et patrimoine,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,79714000 - Surveillance services,FRJ12,https://museedelaromanite.fr/,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523943-2021,Active,,France,Sarcelles,Refuse and waste related services,France-Sarcelles: Refuse and waste related services,523943-2021,15/10/2021,201,SARCELLES,sigidurs,FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90512000 - Refuse transport services90500000 - Refuse and waste related services90513200 - Urban solid-refuse disposal services,FR102FR108,http://www.sigidurs.fr,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523934-2021,Active,,France,Perpignan,Tutorial services,France-Perpignan: Tutorial services,523934-2021,15/10/2021,201,PERPIGNAN,université de Perpignan Via Domitia,FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,79132000 - Certification services80521000 - Training programme services80590000 - Tutorial services79821100 - Proofreading services,FRJ11FRJ14FRJ15,https://www.univ-perp.fr/,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523931-2021,Active,,France,Marseille,Technical analysis or consultancy services,France-Marseille: Technical analysis or consultancy services,523931-2021,15/10/2021,201,MARSEILLE,metropole d aix marseille provence,FR,FR,8 - Other,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71621000 - Technical analysis or consultancy services,FRL04,https://ampmetropole.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523917-2021,Active,,France,Quimper,Miscellaneous repair and maintenance services,France-Quimper: Miscellaneous repair and maintenance services,523917-2021,15/10/2021,201,QUIMPER,Opac Quimper Cornouaille,FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,50800000 - Miscellaneous repair and maintenance services,FRH02,http://www.opac-cornouaille.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523916-2021,Active,,France,Quimper,Security services,France-Quimper: Security services,523916-2021,15/10/2021,201,QUIMPER,Opac Quimper Cornouaille,FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,79710000 - Security services,FRH02,http://www.opac-cornouaille.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523915-2021,Active,,France,Quimper,Printing services,France-Quimper: Printing services,523915-2021,15/10/2021,201,QUIMPER,Opac Quimper Cornouaille,FR,FR,6 - Body governed by public law,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,79810000 - Printing services,FRH02,http://www.opac-cornouaille.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523911-2021,Active,,France,Saint-Denis,Telecommunications services,France-Saint-Denis: Telecommunications services,523911-2021,15/10/2021,201,SAINT-DENIS,c.g.s.s. De la Réunion,FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,64200000 - Telecommunications services,FRY40,http://www.cgss.re,Public procurement Directive 2014/24/EU,08/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523907-2021,Active,,France,Saint-Pierre,Accident and health insurance services,France-Saint-Pierre: Accident and health insurance services,523907-2021,15/10/2021,201,SAINT-PIERRE,centre Communal d'action Sociale,FR,FR,3 - Regional or local authority,-,12/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66512000 - Accident and health insurance services,FR,http://www.achatpublic.com,Public procurement Directive 2014/24/EU,18/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523874-2021,Active,,France,Narbonne,Repair and maintenance services,France-Narbonne: Repair and maintenance services,523874-2021,15/10/2021,201,NARBONNE,Domitia Habitat (11),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50000000 - Repair and maintenance services,FRJ11,http://www.domitia-habitat.fr/,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523873-2021,Active,,France,Saint-André,Insurance services,France-Saint-André: Insurance services,523873-2021,15/10/2021,201,SAINT-ANDRÉ,ccas de Saint André,FR,FR,3 - Regional or local authority,-,10/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66516000 - Liability insurance services66514110 - Motor vehicle insurance services66515200 - Property insurance services66512000 - Accident and health insurance services66510000 - Insurance services,FRY40,http://www.marches-securises.fr,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523864-2021,Active,,France,Saint-Denis-la-Plaine,"Architectural, engineering and planning services","France-Saint-Denis-la-Plaine: Architectural, engineering and planning services",523864-2021,15/10/2021,201,SAINT-DENIS-LA-PLAINE,spl Plaine Commune Développement,FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,2 - Restricted procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"71240000 - Architectural, engineering and planning services",FR106,http://www.semplaine.fr,Public procurement Directive 2014/24/EU,05/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523863-2021,Active,,France,Neauphle,Repair and maintenance services of building installations,France-Neauphle: Repair and maintenance services of building installations,523863-2021,15/10/2021,201,NEAUPHLE,communauté de Communes Coeur Yvelines,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50700000 - Repair and maintenance services of building installations,FR103,https://www.coeur-yvelines.fr,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523862-2021,Active,,France,Altkirch,Transport services (excl. Waste transport),France-Altkirch: Transport services (excl. Waste transport),523862-2021,15/10/2021,201,ALTKIRCH,communauté de Communes SUNDGAU,FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,60000000 - Transport services (excl. Waste transport),FRF12,http://cc-sundgau.e-marchespublics.com,Public procurement Directive 2014/24/EU,29/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523860-2021,Active,,France,Mâcon,Repair and maintenance services of medical equipment,France-Mâcon: Repair and maintenance services of medical equipment,523860-2021,15/10/2021,201,MÂCON,centre hospitalier de Mâcon (26710028700015),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50421000 - Repair and maintenance services of medical equipment,FRC13,https://www.ch-macon.fr,Public procurement Directive 2014/24/EU,10/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523858-2021,Active,,France,Espalion,Refuse and waste related services,France-Espalion: Refuse and waste related services,523858-2021,15/10/2021,201,ESPALION,smictom nord aveyron,FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90500000 - Refuse and waste related services,FRJ22,http://www.e-occitanie.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523857-2021,Active,,France,Orléans,Telecommunications-infrastructure maintenance services,France-Orléans: Telecommunications-infrastructure maintenance services,523857-2021,15/10/2021,201,ORLÉANS,orléans Métropole (24450046800040),FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,32560000 - Fibre-optic materials50332000 - Telecommunications-infrastructure maintenance services,FRB06,http://www.orleans-metropole.fr,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523856-2021,Active,,France,Rouen,Liability insurance services,France-Rouen: Liability insurance services,523856-2021,15/10/2021,201,ROUEN,chu-Hôpitaux de Rouen,FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66516000 - Liability insurance services,FRD22,http://www.marches-publics.gouv.fr,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523854-2021,Active,,France,Toulouse,Maintenance services of telecommunications equipment,France-Toulouse: Maintenance services of telecommunications equipment,523854-2021,15/10/2021,201,TOULOUSE,ccas de Toulouse (26310123000013),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50330000 - Maintenance services of telecommunications equipment,FRJ23,https://www.toulouse.fr/web/social/centre-communal-d-action-sociale,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523836-2021,Active,,France,Grenoble,Advisory architectural services,France-Grenoble: Advisory architectural services,523836-2021,15/10/2021,201,GRENOBLE,Alpes Isère Habitat (77953712500022),FR,FR,R - Regional or local Agency/Office,-,11/10/2021,4 - Services,B - Competitive procedure with negotiation,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71210000 - Advisory architectural services,FRK24,http://alpeshabitat.fr/,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523826-2021,Active,,France,Champagnole,Sewerage management services,France-Champagnole: Sewerage management services,523826-2021,15/10/2021,201,CHAMPAGNOLE,cte de Cnes Champagnole Nozeroy Jura,FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90480000 - Sewerage management services,FR,http://www.champagnolenozeroyjura.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523824-2021,Active,,France,Talence,Proofreading services,France-Talence: Proofreading services,523824-2021,15/10/2021,201,TALENCE,université de Bordeaux (13001835100010),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,79132000 - Certification services79821100 - Proofreading services,FRI1,http://www.u-bordeaux.fr,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523823-2021,Active,,France,Beauvais,Accounting and auditing services,France-Beauvais: Accounting and auditing services,523823-2021,15/10/2021,201,BEAUVAIS,ctrale d achat pub de oise hts france (51292951400028),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,79210000 - Accounting and auditing services79212500 - Accounting review services,FRE22,https://www.capoise.fr/,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523822-2021,Active,,France,Lyon,"Architectural, engineering and planning services","France-Lyon: Architectural, engineering and planning services",523822-2021,15/10/2021,201,LYON,spl Lyon Confluence (42379370200030),FR,FR,8 - Other,-,11/10/2021,4 - Services,B - Competitive procedure with negotiation,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,"71240000 - Architectural, engineering and planning services",FRK26,https://www.lyon-confluence.fr/fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523818-2021,Active,,France,Toulouse,Office cleaning services,France-Toulouse: Office cleaning services,523818-2021,15/10/2021,201,TOULOUSE,caf de Toulouse (77695044600026),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90919200 - Office cleaning services,FRJ23,https://www.achatpublic.com/sdm/ach/gen/ach_home.do?PCSLID=CSL_2021_T_6sl1u-4q&v=1,Public procurement Directive 2014/24/EU,22/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523814-2021,Active,,France,Villeurbanne,Cleaning services,France-Villeurbanne: Cleaning services,523814-2021,15/10/2021,201,VILLEURBANNE,EST METROPOLE HABITAT,FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,90910000 - Cleaning services,FRK26,http://www.est-metropole-habitat.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523806-2021,Active,,France,Reims,Insurance services,France-Reims: Insurance services,523806-2021,15/10/2021,201,REIMS,le Foyer Rémois (33558121100026),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66510000 - Insurance services,FRF,http://www.foyer-remois.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523804-2021,Active,,France,Strasbourg,Survey services,France-Strasbourg: Survey services,523804-2021,15/10/2021,201,STRASBOURG,region grand est,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,79311000 - Survey services,FRF,http://www.grandest.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523803-2021,Active,,France,Moulins,Processing and clearing services,France-Moulins: Processing and clearing services,523803-2021,15/10/2021,201,MOULINS,communauté d'agglomération de Moulins,FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,30199770 - Luncheon vouchers66133000 - Processing and clearing services,FRK11,http://www.agglo-moulins.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523799-2021,Active,,France,Palaiseau,Electricity distribution and related services,France-Palaiseau: Electricity distribution and related services,523799-2021,15/10/2021,201,PALAISEAU,ville de Palaiseau,FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,65300000 - Electricity distribution and related services,FR104,http://Ville-palaiseau.fr,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523797-2021,Active,,France,Sarlat-la-Canéda,Public road transport services,France-Sarlat-la-Canéda: Public road transport services,523797-2021,15/10/2021,201,SARLAT-LA-CANÉDA,cté Cnes Sarlat-Périgord Noir (20002721700013),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,60112000 - Public road transport services,FRI11,http://cc-sarlatperigordnoir.com,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523796-2021,Active,,France,Valence,Repair and maintenance services of electrical distribution equipment,France-Valence: Repair and maintenance services of electrical distribution equipment,523796-2021,15/10/2021,201,VALENCE,centre Hospitalier de Valence (26260013300082),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50532400 - Repair and maintenance services of electrical distribution equipment,FRK23,http://www.marches-publics.info/accueil.htm,Public procurement Directive 2014/24/EU,16/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523783-2021,Active,,France,Charleville-Mézières,Repair and maintenance services of taps,France-Charleville-Mézières: Repair and maintenance services of taps,523783-2021,15/10/2021,201,CHARLEVILLE-MÉZIÈRES,ESPACE HABITAT,FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50513000 - Repair and maintenance services of taps,FRF2FRF21,www.espacehabitat.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523781-2021,Active,,France,Luxeuil-les-Bains,Advisory architectural services,France-Luxeuil-les-Bains: Advisory architectural services,523781-2021,15/10/2021,201,LUXEUIL-LES-BAINS,mairie de Luxeuil-Les-Bains (21700311000012),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71221000 - Architectural services for buildings71210000 - Advisory architectural services,FRC23,http://www.ville-luxeuil-les-bains.fr/,Public procurement Directive 2014/24/EU,12/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523780-2021,Active,,France,Ondres,Property insurance services,France-Ondres: Property insurance services,523780-2021,15/10/2021,201,ONDRES,mairie ondres,FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,66515200 - Property insurance services,FRI13,http://www.ondres.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523779-2021,Active,,France,Saint-Denis,Meal-cooking services,France-Saint-Denis: Meal-cooking services,523779-2021,15/10/2021,201,SAINT-DENIS,ccas de Saint-Denis Réunion (26974011400039),FR,FR,6 - Body governed by public law,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,55322000 - Meal-cooking services,FR,https://www.achatpublic.com,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523768-2021,Active,,France,Espalion,Urban planning and landscape architectural services,France-Espalion: Urban planning and landscape architectural services,523768-2021,15/10/2021,201,ESPALION,"cté de communes Comtal, Lot et Truyère (20006747800012)",FR,FR,3 - Regional or local authority,-,11/10/2021,4 - Services,B - Competitive procedure with negotiation,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71400000 - Urban planning and landscape architectural services,FRJ22,http://www.comtal-lot-truyere.fr,Public procurement Directive 2014/24/EU,23/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523765-2021,Active,,France,Rouen,Engineering services,France-Rouen: Engineering services,523765-2021,15/10/2021,201,ROUEN,dir reg de l envir de amenagement logt (13000626500016),FR,FR,1 - Ministry or any other national or federal authority,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,2 - The most economic tender,71300000 - Engineering services,FRD22,http://www.normandie.developpement-durable.gouv.fr,Public procurement Directive 2014/24/EU,08/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523758-2021,Active,,France,Bordeaux,Repair and maintenance services,France-Bordeaux: Repair and maintenance services,523758-2021,15/10/2021,201,BORDEAUX,MESOLIA (33) (46920155200020),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,50000000 - Repair and maintenance services,FRI11FRI12FRJ,https://www.mesolia.fr/,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523753-2021,Active,,France,Vincennes,Vessel refloating services,France-Vincennes: Vessel refloating services,523753-2021,15/10/2021,201,VINCENNES,office francais de la biodiversite,FR,FR,N - National or federal Agency/Office,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,63727000 - Towing and pushing services of ships63725300 - Vessel refloating services,FR107,https://ofb.gouv.fr/,Public procurement Directive 2014/24/EU,22/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
523748-2021,Active,,France,L'Étang-Salé,Environmental engineering consultancy services,France-L'Étang-Salé: Environmental engineering consultancy services,523748-2021,15/10/2021,201,L'ÉTANG-SALÉ,SEMADER (33282424200215),FR,FR,8 - Other,-,11/10/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,71313000 - Environmental engineering consultancy services,FRY40,http://www.semader.fr,Public procurement Directive 2014/24/EU,15/11/2021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, FRA, 250,EUR FRF,
