Tender,Company,Procurement,Notice,Location,Closing,Value,Date
Tender for the provision of a DPS for Testing Services and Rescources,Manchester Metropolitan University,  Opportunity,  Open,  M156BH,"   9 September 2024, 12pm",  £0,"  12 September 2019, last edited 22 September 2021"
Tender for the provision of a DPS for Innovation Products and Services,Manchester Metropolitan University,  Opportunity,  Open,  M156BH,"   8 September 2024, 12pm",  £0,"  12 September 2019, last edited 22 September 2021"
"London and Quadrant Housing Trust - Drylining, SFS, Screed and Windows Dynamic Purchase System (DPS)",L&Q Construction,  Opportunity,  Open,  E15 4PH,"  20 September 2025,  6pm",  £0,  20 September 2021
Dynamic Purchasing System for Small Infrastructure Delivery - 2021-2023,Worcestershire County Council,  Opportunity,  Open,  WR5 2NP,"  31 August 2024, 12am",  £0,"  23 July 2021, last edited 20 September 2021"
"YPO - 001087 Low Energy Lighting Systems to Include Internal, External and Emergency Lighting",YPO,  Opportunity,  Open,  United Kingdom,"  22 November 2025, 11:59pm","  £10,000,000",  17 September 2021
NHS National Pharmaceuticals Clozapine,NHS England,  Future opportunity,  Open,  WA7 2ES,Approach to market date  1 November 2022,"  £18,000,000",  13 September 2021
NHS National Pharmaceuticals Transition 2024_2,NHS England,  Future opportunity,  Open,  WA7 2ES,Approach to market date  1 June 2024,"  £45,000,000",  13 September 2021
NHS National Pharmaceuticals Transition 2024_1,NHS England,  Future opportunity,  Open,  WA7 2ES,Approach to market date  1 August 2023,"  £45,000,000",  13 September 2021
NHS National Pharmaceuticals Transition 2023_2,NHS England,  Future opportunity,  Open,  WA7 2ES,Approach to market date  1 June 2023,"  £45,000,000",  13 September 2021
NHS National Pharmaceuticals Wave 14 LSNE,NHS England,  Future opportunity,  Open,  WA7 2ES,Approach to market date  1 January 2023,"  £260,000,000",  13 September 2021
NHS National Pharmaceuticals Wave 14 CESW,NHS England,  Future opportunity,  Open,  WA7 2ES,Approach to market date  1 January 2023,"  £260,000,000","  13 September 2021, last edited 13 September 2021"
NHS National Pharmaceuticals Orals plus non Parenterals,NHS England,  Future opportunity,  Open,  WA7 2ES,Approach to market date  1 September 2023,"  £86,000,000",  13 September 2021
MoJ Minor Works Dynamic Purchasing System,Ministry of Justice,  Opportunity,  Open,"  North East, North West, Yorkshire and the Humber, East Midlands, West Midlands, East of England, London, South East, South West, Scotland, Wales","   7 September 2029, 11:59pm","  £590,000,000",  10 September 2021
YPO - Utilities Invoice Validation and Energy Management Service - 1033,Barnsley Metropolitan Borough Council,  Future opportunity,  Open,  England,Approach to market date 29 February 2024,"  £40,736 to £66,268",   9 September 2021
Apprenticeship Training Providers,Dorset Council,  Opportunity,  Open,  United Kingdom,"  10 September 2025, 11:59pm","  £0 to £3,600,000",   7 September 2021
T1-5622-ISHA-DPS-Services,Islington and Shoreditch Housing Association,  Opportunity,  Open,  South East,"   1 September 2031, 12pm",  £0,   3 September 2021
Careers Information Advice and Guidance for Young People and Adults,Wirral Borough Council,  Future opportunity,  Open,  United Kingdom,Approach to market date  3 July 2023,"  £99,000",   3 September 2021
BSH/HRA/ DPS for the Supply of Laundry Spares and New Laundry Machines,Bristol City Council,  Opportunity,  Open,  England,"  31 August 2023, 12pm","  £390,000","  16 July 2021, last edited  2 September 2021"
Provision of Cleaning Services,London Borough of Redbridge,  Future opportunity,  Open,  England,Approach to market date  1 January 2024,"  £4,500,000",   2 September 2021
WSCC SB Reopening of the Framework for the Provision of Family and Community Support for Children and Young People with Severe and Complex Disabilities and/or Autism,West Sussex County Council (CAP),  Opportunity,  Open,  PO19 1RQ,"   4 September 2025, 12pm","  £4,500,000 to £5,000,000",   1 September 2021
T1-5936-Sage-DPS-Defects,Sage Housing Association,  Opportunity,  Open,"  North East, Yorkshire and the Humber, North West, East Midlands, West Midlands, East of England, South East, South West, London","  24 August 2026, 12pm",  £0,  24 August 2021
LLDC QEOP Operational Contracts,London Legacy Development Corporation,  Opportunity,  Open,  London,"   1 September 2022, 12am",  £0,  23 August 2021
TD1306 - DPS for the provision of special educational needs and disability placements in Independent and Non-Maintained Special Schools and Special Post 16 Institutions,Derby City Council,  Opportunity,  Open,  East Midlands,"  30 April 2023, 10am","  £0 to £40,000,000","  27 April 2020, last edited 23 August 2021"
"London and Quadrant Housing Trust - Groundwork, RC Frame, External Works and Piling - Dynamic Purchasing System (DPS)",L&Q Construction,  Opportunity,  Open,  E15 4PH,"  18 August 2031,  6pm",  £0,  18 August 2021
Local HealthWatch Service,Wirral Borough Council,  Future opportunity,  Open,  United Kingdom,Approach to market date  4 January 2028,"  £1,692,036","  11 August 2021, last edited 13 August 2021"
Wirral Stop Smoking Service,Wirral Borough Council,  Future opportunity,  Open,  United Kingdom,Approach to market date  1 September 2027,"  £4,879,000",  10 August 2021
Children and Young People Continuing Healthcare,NHS Arden and Greater East Midlands Commissioning Support Unit,  Opportunity,  Open,  East of England,"  31 October 2026,  5pm",  £0 to £1,   6 August 2021
NHS Continuing Healthcare Services for Norfolk and Waveney,NHS Arden and Greater East Midlands Commissioning Support Unit,  Opportunity,  Open,  East of England,"  31 October 2024,  5pm",  £0 to £1,   6 August 2021
Sexual Health Education Relationships and Wellbeing for Young People,Wirral Borough Council,  Future opportunity,  Open,  United Kingdom,Approach to market date  1 April 2023,"  £271,200",   3 August 2021
Public Health England - Weight Management Services,PAGABO,  Opportunity,  Open,  SE1 8UG,"  28 June 2024, 12pm","  £15,000,000 to £30,379,636.84","   6 July 2021, last edited  2 August 2021"
Ethnic Minority Health Improvement and Inequalities Programme,Wirral Borough Council,  Future opportunity,  Open,  United Kingdom,Approach to market date  1 October 2025,"  £262,625",  30 July 2021
Healthy Child Programme (0-19 years) Health Improvement,Wirral Borough Council,  Future opportunity,  Open,  United Kingdom,Approach to market date  3 April 2023,"  £851,392",  29 July 2021
River Thames Scheme - Construction Partner - Market Engagement,Defra Network eTendering Portal,  Early engagement,  Open,  London,  17 November 2022,Publication date 28 July 2021,None
GP Services Purchasing System (PDPS) for APMS contracts: GP services and GP Caretaking services,NHS Arden and Greater East Midlands Commissioning Support Unit,  Opportunity,  Open,"  United Kingdom, Isle of Man, Channel Islands","  20 January 2024, 12pm",  £0 to £1,"  23 January 2020, last edited 28 July 2021"
Cat 1 - Software and Licencing,CTM Portal for the NDA Shared Services Alliance,  Opportunity,  Open,  WA3 6AE,"  21 July 2025,  4pm","  £0 to £23,500,000",  22 July 2021
London and Quadrant Housing Trust - Sales Agents Dynamic Purchasing System,L&Q Construction,  Opportunity,  Open,  E15 4PH,"  22 July 2025,  6pm",  £0,"  22 July 2021, last edited 22 July 2021"
HCI (Dell VxRail) Capacity Extension Provision and Management,London Borough of Redbridge,  Future opportunity,  Open,  England,Approach to market date  1 January 2024,"  £400,000 to £450,000",  21 July 2021
Open Framework for Emergency Accommodation,Fenland District Council,  Opportunity,  Open,  East of England,"  31 March 2023, 12pm","  £1,000,000",  20 July 2021
"Responsive Repairs, Voids and Associated Works (E,W&NI) Dynamic Purchasing System",Procurement For Housing,  Opportunity,  Open,  WA2 0YL,"  14 May 2025,  5pm","  £1 to £980,000,000","  20 May 2020, last edited 16 July 2021"
Subscription Based Research Services: Executive Programs & Technical Professionals,University Hospitals of Leicester NHS Trust,  Future opportunity,  Open,  United Kingdom,Approach to market date  1 February 2023,"  £187,400",   6 July 2021
Local Bus and Shared Taxi & Demand Responsive Services DPS,Milton Keynes Council,  Opportunity,  Open,  MK9 3EJ,"  13 June 2025, 11:59pm","  £0 to £15,000,000","   7 April 2021, last edited  6 July 2021"
A567 Bridgeall Libraries - CollectionHQ,Barnsley Metropolitan Borough Council,  Future opportunity,  Open,  England,Approach to market date 29 December 2023,"  £33,372",   5 July 2021
Energy Efficient Retrofit Installers (CPU4591),Nottingham City Council,  Opportunity,  Open,  United Kingdom,"  15 April 2025, 12pm",  £0,"  18 March 2021, last edited 28 June 2021"
LPS CAS - Provision of Local Bus Services and School Bus Servics in Lancashire,Lancashire County Council,  Opportunity,  Open,  North West,"  29 December 2029,  1am","  £140,000,000",  21 June 2021
Dynamic Purchasing System for Intervention Services in Worcestershire,Worcestershire County Council,  Opportunity,  Open,  WR5 2NP,"  17 January 2024, 12am",  £0,"  10 July 2019, last edited 15 June 2021"
"Sales, Marketing & Communications Goods & Services DPS",Abri,  Opportunity,  Open,  so50 6ad,"   6 February 2024, 11:59pm","  £0 to £16,000,000","   7 February 2020, last edited 11 June 2021"
T1-5622-ISHA-DPS-Repairs,Islington and Shoreditch Housing Association,  Opportunity,  Open,  South East,"  30 May 2031, 12pm",  £0,  10 June 2021
A007_IEG_Local Welfare Assistance,Barnsley Metropolitan Borough Council,  Future opportunity,  Open,  England,Approach to market date  1 April 2023,"  £28,000",  10 June 2021
East Forest District Ground Preparation Works,Forestry England,  Opportunity,  Open,  Any region,"   8 June 2029, 12pm","  £1,680,000",   8 June 2021
Information Technology (IT) Dynamic Purchasing System (DPS),Abri,  Opportunity,  Open,  so50 6ad,"  13 August 2023, 11:59pm","  £0 to £12,000,000","  22 August 2019, last edited  8 June 2021"
Strategic Capacity -  Suicide Prevention and Mental Health Wellbeing Programme,Wirral Borough Council,  Future opportunity,  Open,  North West,Approach to market date 28 February 2023,"  £93,600",   3 June 2021
Dynamic Purchasing System for Retrofit Programme Delivery Services,PROCURE PLUS HOLDINGS LIMITED,  Opportunity,  Open,  North West,"  31 May 2026,  5pm","  £1 to £207,500,000",   2 June 2021
Passenger Transport - Dynamic Purchasing System,Dorset Council,  Opportunity,  Open,  South West,"  30 April 2025, 11:59pm","  £20,000,000",  24 May 2021
Delivery Partner Dynamic Purchasing System,Homes England (the name adopted by the Homes and Communities Agency),  Opportunity,  Open,  England,"  31 August 2031, 11:59pm","  £20,000,000,000",  24 May 2021
YPO - 001051 Insurance Placement DPS For Housing sector,YPO,  Opportunity,  Open,  Any region,"   4 July 2030, 11:59pm","  £400,000,000 to £500,000,000",  17 May 2021
Category 1 - Robot (System) Simulation / Virtual Reality / Augmented Reality,CTM Portal for the NDA Shared Services Alliance,  Opportunity,  Open,  WA3 6AE,"  12 May 2023, 12pm","  £0 to £10,000,000",  14 May 2021
Educational and Children's Social Care Professionals,DEPARTMENT FOR EDUCATION,  Opportunity,  Open,  Any region,"  10 March 2023, 11:59pm","  £6,500,000","  14 February 2019, last edited 12 May 2021"
Non-BMBC staff Laptops/ Kit - European Social Funding,Barnsley Metropolitan Borough Council,  Future opportunity,  Open,  United Kingdom,Approach to market date 10 October 2023,"  £25,980 to £30,000",   7 May 2021
Home Group Contractor Dynamic Purchasing System North East,Home Group,  Opportunity,  Open,  North East,"   6 May 2026,  1pm","  £30,000,000",   6 May 2021
Energy Efficient Retrofit Professional Services (CPU4592),Nottingham City Council,  Opportunity,  Open,  United Kingdom,"  15 April 2025,  1pm","  £0 to £50,000,000","  18 March 2021, last edited  4 May 2021"
YPO - 001080  The Supply of Renewable Biomass And Related Services,YPO,  Opportunity,  Open,  Any region,"  15 August 2025, 11:59pm","  £4,000,000 to £5,000,000",   4 May 2021
Home Group Development Contractors Dynamic Purchasing System Cumbria,Home Group,  Opportunity,  Open,  North West,"  30 April 2026,  1pm","  £40,000,000",  27 April 2021
Temporary Accommodation Dynamic Purchasing System,London Borough of Hackney,  Opportunity,  Open,  England,"  26 January 2024,  8pm","  £140,000,000","  27 April 2021, last edited 27 April 2021"
Business Support Services DPS,Warwickshire County Council,  Opportunity,  Open,  West Midlands,"  20 April 2026,  1pm","  £0 to £30,000,000",  22 April 2021
WP3563 - Residential and Nursing Care Services 2020 - NEW APPLICATIONS ONLY,Walsall Council e-Tendering,  Opportunity,  Open,  WS1 1TP,"  31 March 2023,  3:33pm",  £0,"  27 October 2020, last edited 21 April 2021"
Freight and Haulage Services,NEUPC Ltd,  Opportunity,  Open,  Any region,"  21 March 2024, 12am","  £20,000,000","  23 March 2019, last edited 19 April 2021"
RM Partners Evaluation,Chelsea & Westminster Hospital and The Royal Marsden NHS Foundation Trusts,  Future opportunity,  Open,  United Kingdom,Approach to market date 15 March 2023,"  £450,000",  15 April 2021
Nursing Homes Preferred Provider List For Derby and Derbyshire CCG,NHS Arden and Greater East Midlands Commissioning Support Unit,  Opportunity,  Open,  East Midlands,"  31 July 2026,  5pm",  £0 to £1,   9 April 2021
BEIS Heat Networks Investment Vehicle (BHIVE),"Department for Business, Energy & Industrial Strategy (BEIS)",  Opportunity,  Open,  United Kingdom,"  31 March 2023, 11:59pm","  £150,000,000","   4 December 2020, last edited  9 April 2021"
Accounts Payable and Contract Compliance Review,London Borough of Waltham Forest,  Future opportunity,  Open,  South East,Approach to market date  1 January 2023,"  £460,000",   8 April 2021
YPO - 001056 Metering and Meter Data Services,YPO,  Opportunity,  Open,  Any region,"   4 June 2025,  1:59am","  £2,500,000 to £10,000,000",   8 April 2021
Dynamic Purchasing System for Data Sources and Services including Expertise (DPS Data SaSiE),Office for National Statistics,  Opportunity,  Open,  NP10 8XG,"   5 April 2024, 12pm","  £0 to £8,000,000","  20 November 2019, last edited  7 April 2021"
A542_Triscan_Odyssey Fuel System,Barnsley Metropolitan Borough Council,  Future opportunity,  Open,  United Kingdom,Approach to market date  1 April 2025,"  £28,622 to £48,622",   6 April 2021
Postgraduate Qualification in Social Care,Buckinghamshire Council,  Future opportunity,  Open,  England,Approach to market date  2 June 2023,"  £25,000",  31 March 2021
Herefordshire Stop Smoking Services - Pharmacotherapy,Herefordshire Council,  Opportunity,  Open,  West Midlands,"  31 March 2023, 12pm","  £480,000","  31 March 2021, last edited 31 March 2021"
Pupils Excluded from Wirral Schools,Wirral Borough Council,  Future opportunity,  Open,  North West,Approach to market date  1 April 2026,"  £8,160,000",  30 March 2021
P0504A - Home to Schools Transport Service - Dynamic Purchasing System (DPS) Open,Birmingham City Council,  Opportunity,  Open,  B4 7WB,"  31 October 2023, 12pm",  £0,"   5 November 2019, last edited 23 March 2021"
KMCIT-142 Check Point Security Gateway Replacement,Kirklees Council,  Future opportunity,  Open,  England,Approach to market date  2 October 2023,"  £170,000",  22 March 2021
Design Team Services DPS,FCO Services,  Opportunity,  Open,  Any region,"   2 March 2026, 12pm","  £10,000",  18 March 2021
BHCC HP DPS for Construction Related Consultancy - 2021,Brighton and Hove City Council,  Opportunity,  Open,  BN1 1JE,"  31 May 2025, 12pm","  £2,000,000 to £5,000,000",  15 March 2021
Midland Heart Dynamic Purchasing System (DPS) - In House Maintenance Team and Assets.,Midland Heart,  Opportunity,  Open,  B15 1LZ,"  30 June 2029,  4pm",  £0.01,"  17 July 2020, last edited 12 March 2021"
YPO - 001066 Alternative Fuelled Vehicles DPS,Yorkshire Purchasing Organisation,  Opportunity,  Open,  United Kingdom,"   2 May 2031, 11:59pm","  £500,000,000 to £1,000,000,000",   9 March 2021
RE20510 UK SBS High Value Equipment DPS,UK SHARED BUSINESS SERVICES LIMITED,  Opportunity,  Open,  United Kingdom,"  12 March 2023, 11am","  £9,500,000","  14 October 2020, last edited  7 March 2021"
RE20505 UK SBS Low Value Equipment DPS,UK SHARED BUSINESS SERVICES LIMITED,  Opportunity,  Open,  United Kingdom,"  12 January 2023, 11am","  £9,500,000","   7 October 2020, last edited  7 March 2021"
VCSE Community Mental Health Framework,Midlands Partnership Foundation Trust,  Opportunity,  Open,  West Midlands,"  31 March 2024, 12pm","  £0 to £2,000,000",   4 March 2021
TC1072 Repairs and Maintenance Services to Northwards Housing Managed Stock And Leasehold Properties And New Adaptations Across All Manchester City Council Housing (2021 -  2024),Manchester City Council,  Future opportunity,  Open,  North West,Approach to market date  9 January 2023,"  £33,195,137",   1 March 2021
Zero Emissions Delivery (ZED) Service for the London Borough of Waltham Forest,London Borough of Waltham Forest,  Future opportunity,  Open,  England,Approach to market date  1 January 2023,  £0,  28 February 2021
Live Chat Services - Benefits,London Borough of Waltham Forest,  Future opportunity,  Open,  England,Approach to market date  1 January 2023,"  £40,000 to £42,000",  28 February 2021
DPS for the provision of Secure Construction Works (UK),FCO Services,  Opportunity,  Open,  Any region,"   9 March 2026, 11:59pm","  £250,000",  18 February 2021
Greater South East Energy Hub Trades DPS,Cambridgeshire & Peterborough Combined Authority,  Opportunity,  Open,  England,"  31 March 2026, 12pm","  £0 to £1,000,000,000",  17 February 2021
ITS190092 Support and Maintenance of Qube Property Management software,Leeds City Council,  Future opportunity,  Open,  England,Approach to market date  1 November 2022,"  £83,036",   9 February 2021
Heat Networks and Electricity Generation Assets (HELGA),Crown Commercial Service,  Opportunity,  Open,  Any region,"  12 November 2022,  3pm","  £800,000,000","  10 October 2019, last edited  5 February 2021"
Major Building Works,Telford & Wrekin Council,  Opportunity,  Open,  United Kingdom,"  11 April 2023, 12pm","  £1,200,000,000","  22 January 2021, last edited  3 February 2021"
Professional Consultancy Services,Telford & Wrekin Council,  Opportunity,  Open,"  United Kingdom, Isle of Man, Channel Islands","  17 April 2023, 12pm",  £0,"  17 February 2020, last edited 28 January 2021"
All Age Passenger Transport Service,Telford & Wrekin Council,  Opportunity,  Open,  West Midlands,"  31 August 2023, 12pm",  £0,"   5 May 2018, last edited 28 January 2021"
Minor Works - Disabled Facilities Grants,Telford & Wrekin Council,  Opportunity,  Open,  West Midlands,"   3 December 2022, 12pm",  £0,"   5 January 2019, last edited 28 January 2021"
Minor Building Works,Telford & Wrekin Council,  Opportunity,  Open,"  United Kingdom, Isle of Man, Channel Islands","  15 April 2023, 12am",  £1,"   6 October 2020, last edited 28 January 2021"
Young People's Supported Accommodation Dynamic Purchasing System,Derby City Council,  Opportunity,  Open,  East Midlands,"  31 March 2024, 10am","  £1,600,000 to £26,400,000","  22 January 2020, last edited 19 January 2021"
"DPS for Residential Substance Misuse Rehabilitation, Direct Access and In-patient Detoxification placements.",Blackburn with Darwen,  Opportunity,  Open,  North West,"  31 March 2023,  1am","  £2,190,236","  20 February 2019, last edited 23 December 2020"
Adaptations for Independent Living,Babergh and Mid Suffolk District Councils,  Opportunity,  Open,  East of England,"  27 August 2030, 12am","  £7,000,000","   6 December 2020, last edited 11 December 2020"
Economic Growth and Investment for Business Dynamic Purchasing System 2020,Worcestershire County Council,  Opportunity,  Open,  WR5 2NP,"  17 January 2026, 12am",  £0,"   1 December 2020, last edited  1 December 2020"
Community Equipment DPS,Worcestershire County Council,  Opportunity,  Open,  WR5 2NP,"  29 January 2024,  4pm",  £0,   1 December 2020
COV - Coventry Music - Music Tutor DPS,Coventry - Solihull - Warwickshire,  Opportunity,  Open,  CV1 2GN,"  31 August 2025,  1pm","  £0 to £2,000,000","   8 April 2020, last edited 24 November 2020"
M&Y Maintenance & Construction Subcontractor Dynamic Purchasing System v2,REGENDA LIMITED,  Opportunity,  Open,  L1 5AY,"  13 November 2030,  9am","  £0 to £461,750,000","  22 November 2020, last edited 23 November 2020"
M&Y Maintenance & Construction Materials Dynamic Purchasing System v2,REGENDA LIMITED,  Opportunity,  Open,  L1 5AY,"  13 November 2030,  9am","  £0 to £27,810,000","  20 November 2020, last edited 23 November 2020"
Therapeutic Support for Children Looked After (CLA),Wirral Borough Council,  Future opportunity,  Open,  North West,Approach to market date  1 June 2023,"  £660,000",  17 November 2020
Hull City Council Supported Living and Vulnerable Young People Leaving Care Accommodation and Support (16-25 years) Dynamic Purchasing System,HULL CITY COUNCIL,  Opportunity,  Open,  United Kingdom,"   7 September 2028,  5pm","  £60,000,000","   1 October 2020, last edited 12 November 2020"
Mail Inserter,Barnsley Metropolitan Borough Council,  Future opportunity,  Open,  England,Approach to market date  1 November 2026,"  £66,000",   2 November 2020
"COV - Supported Living Accommodation and Day Opportunities for adults and older people with learning disabilities, physical/sensory impairment, mental ill health, autism, complex behaviour & dual diagnosis",Coventry - Solihull - Warwickshire,  Opportunity,  Open,  CV1 2GN,"   3 March 2024, 12pm",  £0,"   2 December 2019, last edited  2 November 2020"
Framework for the Supply of Patrol & Response Services,London Borough of Ealing,  Future opportunity,  Open,  London,Approach to market date  2 November 2023,"  £800,000 to £16,000,000",   2 November 2020
COV - Dynamic purchasing system (DPS) for the supply and delivery of Highway Materials,Coventry - Solihull - Warwickshire,  Opportunity,  Open,  CV1 2GN,"  30 September 2028, 12:59pm","  £0 to £18,000,000","  11 December 2018, last edited  2 November 2020"
Dynamic Purchasing System for Regional Building Merchants,PROCURE PLUS HOLDINGS LIMITED,  Opportunity,  Open,"  England, Wales","  26 February 2025,  5pm","  £200,000,000","  28 October 2020, last edited 30 October 2020"
WP3563 - Residential and Nurisng Care Services 2020,Walsall Council e-Tendering,  Opportunity,  Open,  WS1 1TP,"  31 March 2023,  3:33pm",  £0,  27 October 2020
National Agreement for the Provision of Digital Forensics Services - (Procurement led by The Forensic Capability Network (FCN - the Authority) on behalf of Dorset Police & Crime Commissioner),South West Police Procurement Department (SWPPD),  Opportunity,  Open,  Any region,"  16 October 2028, 12pm","  £0 to £60,000,000","  16 October 2020, last edited 16 October 2020"
YPO - 001015 Appropriate Adults,YPO,  Opportunity,  Open,  Any region,"   7 December 2028, 11:59pm","  £3,000,000 to £50,000,000",   5 October 2020
"RE20476 - Maintenance, Service and Repair of Laboratory and Scientific Equipment Dynamic Purchasing System (DPS)",UK SHARED BUSINESS SERVICES LIMITED,  Opportunity,  Open,  United Kingdom,"   8 November 2022, 11am","  £9,000,000",  16 September 2020
Language Services,Leicestershire Police,  Opportunity,  Open,  United Kingdom,"  31 August 2027, 12pm","  £0 to £10,000,000",  14 September 2020
YPO - 000880 Building Envelope Services,YPO,  Opportunity,  Open,  Any region,"   4 November 2027, 11:59pm","  £500,000,000",  11 September 2020
Public Sector Passenger Transport Solutions National and Regional Taxis & Coaches DPS,Crown Commercial Service,  Opportunity,  Open,  Any region,"  17 March 2023,  5pm","  £100,000,000","   5 June 2019, last edited  1 September 2020"
Adaptations for Independent Living,East Suffolk Council,  Opportunity,  Open,  East of England,"  27 August 2030, 12am","  £20,000,000",  31 August 2020
Insurance Services 3 DPS,Crown Commercial Service,  Opportunity,  Open,  Any region,"   4 February 2028, 11:59pm","  £100,000,000","   8 January 2020, last edited 18 August 2020"
Home School Transport Dynamic Purchasing System,Reading Borough Council,  Opportunity,  Open,  RG1 2LU,"  30 August 2022,  5pm","  £3,600,000 to £8,000,000","   3 August 2020, last edited  5 August 2020"
ESCC - AW - The East Sussex County Council Approved List for Supported Accommodation (including Housing Support Services) for Homeless Adults and Young People in East Sussex,SE Shared Services,  Opportunity,  Open,  BN7 1UE,"  14 August 2025, 12pm","  £25,000,000 to £116,000,000","   4 August 2020, last edited  4 August 2020"
Dynamic Purchasing System - Education Catering Services,Saint Ralph Sherwin Catholic Multi Academy Trust,  Opportunity,  Open,  London,"  30 July 2025, 12am","  £700,000,000",   3 August 2020
Dynamic Purchasing System - Cleaning Services,Saint Ralph Sherwin Catholic Multi Academy Trust,  Opportunity,  Open,  London,"  30 July 2025, 12am","  £600,000,000",   3 August 2020
WSCC JR - 2015 Children and Young People's Emotional Wellbeing and Mental Health Early Intervention Services,SE Shared Services,  Opportunity,  Open,  PO19 1RQ,  30 July 2023,"  £6,000,000 to £10,000,000","  25 September 2018, last edited 29 July 2020"
A473 - Public- I - Webcasting,Barnsley Metropolitan Borough Council,  Future opportunity,  Open,  England,Approach to market date  7 February 2023,"  £70,000",  27 July 2020
COV - Independent Children's Complaints Investigation DPS,Coventry - Solihull - Warwickshire,  Opportunity,  Open,  CV1 2GN,  30 September 2024,"  £165,000 to £170,000","   2 October 2019, last edited 16 July 2020"
Dynamic Purchasing System (DPS) for Design and Consultancy Services,PROSPER,  Opportunity,  Open,"  North East, North West, Yorkshire and the Humber",  13 April 2029,"  £0 to £250,000,000","  13 July 2020, last edited 13 July 2020"
Consumer Insights DPS Framework Contract,ENERGY SYSTEMS CATAPULT LIMITED,  Early engagement,  Open,  United Kingdom,  31 December 2022,Publication date  2 July 2020,None
Income Management System,Nottinghamshire County Council,  Future opportunity,  Open,  England,Approach to market date  1 September 2023,"  £260,000 to £400,000",   2 July 2020
University of Sheffield Energy Procurement Services DPS,Cirrus Purchasing,  Opportunity,  Open,  S10 2TN,  11 March 2030,"  £0 to £100,000,000","  29 January 2020, last edited 29 June 2020"
"Provision of a Provider List for Day Time Support Service for Older People and People with Dementia - RFQ 15199149,2",Lancashire County Council,  Opportunity,  Open,  North West,  27 June 2028,"  £17,330,000","  18 October 2018, last edited 24 June 2020"
P0591A - PRACTICE HUB LEARNING AND DEVELOPMENT SERVICES - Round 2: reopening of the DPS,Birmingham City Council,  Opportunity,  Open,  B4 7WB,  28 April 2023,  £0,"  22 June 2020, last edited 22 June 2020"
PS027 Selection Questionnaire to establish a DPS for the Provision of Specialist Consultancy Services,Birmingham City University,  Opportunity,  Open,  West Midlands,  24 April 2023,"  £1,500,000","  25 May 2020, last edited 17 June 2020"
Fire Safety Works - Dynamic Purchasing System (DPS),Bristol City Council,  Opportunity,  Open,  England,  30 April 2024,"  £5,000,000",  11 June 2020
Large Vehicle Passenger Transport Services (BB4),Leicestershire County Council,  Opportunity,  Open,  England,  20 July 2030,"  £40,000,000",   5 June 2020
Submarine Main Batteries Batch 9,"Ministry of Defence, Submarines, In-Service Submarines (ISM) Team",  Opportunity,  Open,  Any region,  31 August 2022,"  £20,000,000",  24 May 2020
YPO Laundry (including Specialist PPE) for the Emergency Services and Wider Public Sector,Yorkshire Purchasing Organisation,  Opportunity,  Open,  Any region,   1 September 2023,"  £10,000,000",  22 April 2020
Invitation to Tender to Join the Dynamic Purchasing System for Website Design and Build Services,Leicester City Council,  Early engagement,  Open,  East Midlands,   6 September 2023,"Publication date 10 September 2019, last edited 20 April 2020",None
Cambridgeshire County Council Day Opportunities for Adults with a Learning Disability,Cambridgeshire County Council,  Opportunity,  Open,  East of England,  30 April 2028,"  £40,000,000","  15 April 2020, last edited 15 April 2020"
Cambridgeshire County Council Residential Services for Adults with a Learning Disability,Cambridgeshire County Council,  Opportunity,  Open,  East of England,  28 April 2028,"  £224,000,000","  14 April 2020, last edited 14 April 2020"
Fusion21 DPS for Fire Suppression Systems & Associated Fire Safety Works,Fusion21 Members Consortium,  Opportunity,  Open,  Any region,  28 February 2023,  £0,   2 April 2020
Dynamic Purchasing System for Employment and Health Related Test and Learn Provision,Department for Work and Pensions,  Opportunity,  Open,  Any region,  17 March 2023,"  £0 to £20,000,000","   6 June 2019, last edited  2 April 2020"
Gloucestershire County Council Passenger Transport Dynamic Purchasing System (DPS),Gloucestershire County Council,  Opportunity,  Open,  South West,   1 March 2030,"  £210,000,000",   2 April 2020
Land Environment Future Support Programme,"Ministry of Defence, Land Equipment, Vehicle Support Team",  Opportunity,  Open,  Any region,   1 January 2024,  £1,  19 March 2020
Golding Homes - Professional Services DPS,Golding Homes,  Opportunity,  Open,  South East,  30 March 2029,  £0,  16 March 2020
SERPENS RFI 2,"Ministry of Defence, Land Equipment, Armoured Vehicles Programmes - Artillery Systems Programme",  Opportunity,  Open,  South West,   5 March 2024,"  £400,000,000",   9 March 2020
YPO - 001021 School Uniform,YPO,  Opportunity,  Open,  Any region,  31 May 2026,"  £15,000,000",   4 March 2020
Language Services,Leicestershire Police,  Opportunity,  Open,  Any region,  31 August 2027,"  £0 to £10,000,000",  28 February 2020
DPS Adult Education,Cheshire west and Chester Borough Council,  Opportunity,  Open,  Any region,  30 July 2024,  £0,  27 February 2020
Dynamic Purchasing System (DPS) for Compliance & Facilities Management Services,PROSPER,  Opportunity,  Open,"  North East, North West, Yorkshire and the Humber",  28 April 2030,"  £0 to £250,000,000",  26 February 2020
Cambridgeshire Residential and Nursing Framework,Cambridgeshire County Council,  Opportunity,  Open,  East of England,  31 March 2030,"  £555,000,000","  19 February 2020, last edited 19 February 2020"
Dynamic Purchasing System - Heating Servicing and Repair,PROCURE PLUS HOLDINGS LIMITED,  Opportunity,  Open,"  East of England, London, South East, South West, Wales",  22 May 2024,"  £1 to £320,000,000",  18 February 2020
